invoice_id,timestamp,customer,amount_usd,currency,ocr_confidence,exception_type,approval_cycle_hours,fraud_score,duplicate_marker
a06dc298-7784-4da9-a114-54ff22bbd2b6,2024-04-12T07:19:24,Northwind Health,15696.83,GBP,0.958,duplicate,55.05,0.293,
631127fa-5399-4f16-b07e-e3e67d2d911d,2025-04-02T06:31:35,CivicGrid Utilities,6254.69,USD,0.96,missing_po,1,0.066,
19102d34-b76f-46c8-9f1c-75a792ca9995,2024-02-17T04:11:01,Pioneer Logistics,8160.66,INR,0.997,missing_po,84.16,0.092,
38309d64-f892-45ed-9276-f24f5ea7384d,2024-06-08T05:42:17,Pioneer Logistics,10157.33,USD,0.84,none,73.84,0.173,
5e792b39-5db8-492c-861c-2233abce9793,2025-04-17T06:39:49,Vertex Legal,10649.01,INR,0.757,none,67.68,0.193,
d9c07dbc-de4e-4098-9020-77e8bc540bd6,2024-08-03T01:59:30,Arbor Pharma,4450.05,USD,0.773,missing_po,21.32,0.145,
d77b221d-94c9-4215-b253-122eeddff7f4,2024-11-07T02:14:03,CivicGrid Utilities,4105.0,GBP,0.774,none,61.09,0.045,
b618fbf7-23b0-465b-9177-03a021182af3,2026-01-11T21:53:39,Cobalt Media,5862.22,USD,0.842,vendor_mismatch,40.63,0.102,
21f0ad70-75f9-47a3-bb09-0117b40b5ab0,2025-05-11T20:55:56,Arbor Pharma,24472.33,INR,0.903,none,59.4,0.124,
84aa437d-1b80-4f62-8b4f-7b8dee888daf,2024-02-27T20:51:55,Cobalt Media,12167.55,EUR,0.789,tax_mismatch,38.86,0.089,
4c676f66-e3a8-475a-96f3-b6cd18ccaa82,2024-07-05T13:43:02,Summit Manufacturing,9240.2,GBP,0.76,tax_mismatch,18.37,0.002,
cb724fa6-fdfd-4592-b30c-934de29606c3,2025-12-28T18:25:02,Pioneer Logistics,9176.87,EUR,0.863,none,1,0.13,
d10a2dc0-d1d3-4dc1-b81b-f13a66c09925,2025-05-28T21:12:22,Summit Manufacturing,10162.82,EUR,0.757,tax_mismatch,21.41,0.347,
14a58651-f780-4ebc-b6d1-7ce61dae7984,2024-04-10T19:02:27,BluePeak Retail,8339.17,USD,0.728,none,54.49,0.229,
03e10438-320a-43a6-97db-842689f1e6b6,2024-01-02T15:51:07,Aster Financial,11719.29,EUR,0.961,duplicate,111.79,0.188,
5e2a30f6-c4e7-4cf4-b166-839a6096499f,2026-03-15T06:06:52,Aster Financial,4051.12,GBP,0.81,none,30.94,0.055,
6f2e8c88-c58f-4450-9e5d-434598fdf425,2024-06-14T04:38:18,Meridian Insurance,14362.84,EUR,0.751,vendor_mismatch,34.67,0.038,
579e8177-3178-4e2d-951b-55683f7400ce,2024-12-10T23:48:25,Vertex Legal,3671.19,INR,0.779,vendor_mismatch,65.72,0.198,
9da34516-774f-4697-b3de-ae42af59c9c2,2026-04-21T10:14:23,Vertex Legal,7929.0,USD,0.975,tax_mismatch,26.38,0.028,
71f9ab49-41ff-4442-9c0e-ae153c68ef5f,2025-01-22T05:56:38,Pioneer Logistics,19010.88,EUR,0.973,vendor_mismatch,24.44,0.28,
24f3dc8c-0383-46ed-a31e-3ab2346e4e60,2025-10-24T10:06:53,Helio Energy,9758.54,USD,0.888,missing_po,66.09,0.061,
fcffa95e-d550-45ec-9147-d8bcc81b2b4d,2025-12-13T15:59:49,Pioneer Logistics,13338.81,EUR,0.93,tax_mismatch,39.21,0.038,
7d02be34-668d-4d54-b5bc-ddc887fa062d,2024-10-06T19:40:36,BluePeak Retail,1834.18,USD,0.972,duplicate,11.01,0.079,
7a638222-138e-4018-b644-8e821bcdfcba,2025-12-18T06:57:02,Northwind Health,8676.71,INR,0.959,vendor_mismatch,1.55,0.077,
7236d489-749e-491b-9f8a-1b7f9206be73,2025-07-31T23:07:08,Atlas Education,5457.89,GBP,0.765,none,50.27,0.118,
b101f35a-f3a4-40bc-a58f-36b0f7a468bd,2024-04-01T13:17:46,CivicGrid Utilities,15224.07,EUR,0.78,missing_po,75.91,0.083,
7fa5362d-4e5e-4756-a78c-e6f364aa48d7,2024-01-26T21:50:21,Aster Financial,7882.14,EUR,0.782,duplicate,19.28,0.064,
5ad33fc8-6000-4068-9b0c-e7fd1c35bfe6,2025-02-18T23:22:18,Vertex Legal,3603.76,USD,0.901,missing_po,59.19,0.007,
99f55b73-a1e1-47bf-bd55-6b888d299e79,2025-09-20T04:51:26,Northwind Health,12010.6,GBP,0.934,duplicate,22.16,0.164,
07656fb5-b02e-49bc-80c9-50a236720516,2025-12-18T22:02:11,Helio Energy,9721.85,EUR,0.833,duplicate,41.45,0.197,
965c2b04-f73b-40ad-a54b-3f5f567cd39b,2024-08-28T20:25:50,Meridian Insurance,2932.84,INR,0.774,tax_mismatch,73.55,0.076,
676b7d57-5e6a-48e1-93df-da51fd97c843,2024-12-08T20:38:41,Meridian Insurance,18618.64,GBP,0.8,vendor_mismatch,5.58,0.102,
3188808e-bfab-497b-afdd-343fad9443da,2025-07-27T11:31:37,Summit Manufacturing,18422.97,INR,0.922,none,40.99,0.143,
fccc8c45-73fd-452f-9875-76f3001ef357,2026-04-26T01:27:58,Aster Financial,5545.16,EUR,0.932,missing_po,66.58,0.299,
008c5713-5959-4a45-8485-8b8248a32633,2024-02-08T00:55:22,Northwind Health,25,GBP,0.751,vendor_mismatch,20.07,0.059,
de4b72c5-80ee-4c43-9119-d32a4fa5abed,2026-02-03T05:12:07,Pioneer Logistics,15133.19,INR,0.954,missing_po,88.6,0.017,
504e9590-3a30-4380-8f13-9f71f3fcaf39,2025-07-14T03:51:46,CivicGrid Utilities,9069.71,GBP,0.775,tax_mismatch,30.96,0.049,
57eebb90-984f-47df-8147-d043cb2170ea,2025-02-15T06:16:58,BluePeak Retail,9327.08,GBP,0.847,missing_po,28.11,0.397,
07da218d-1883-4f05-ba74-fbde6d809af8,2025-08-20T02:14:37,BluePeak Retail,10364.38,GBP,0.955,none,46.38,0.08,
ebc65c3e-febf-4c3a-bf53-8b463e42c2b9,2025-07-02T01:49:45,Cobalt Media,14415.11,INR,0.878,none,53.8,0.137,
9724d37e-b4da-428b-a875-9fa3a7645beb,2025-11-26T12:45:16,Vertex Legal,2239.73,EUR,0.885,duplicate,59.57,0.074,
9f9dccb0-9028-49cc-9925-31098a3d0e39,2025-07-05T02:06:43,Vertex Legal,8557.74,USD,0.797,vendor_mismatch,49.53,0.148,
3626cf3b-b434-4b09-bb04-c46d8e4a520a,2025-12-08T07:52:13,Aster Financial,14400.24,USD,0.762,none,1,0.102,
3bec04f5-89da-4752-b860-443e5f978357,2026-04-20T15:28:39,Helio Energy,1033.18,USD,0.771,vendor_mismatch,57.4,0.477,
52f14088-78fe-4621-b7b7-684e5fc59ecc,2024-01-23T14:43:01,Summit Manufacturing,12296.39,USD,0.911,missing_po,90.54,0.195,
6dee38d6-e402-4ab1-86f9-57ad0894d60a,2025-01-26T02:59:36,Aster Financial,7588.77,GBP,0.934,none,98.65,0.049,
7c76b3f9-47bf-45c0-8dc9-48131a1efd29,2026-02-05T20:12:02,Arbor Pharma,9313.66,GBP,0.942,duplicate,40.25,0.094,
075a1a38-fc99-4fb9-b21a-20d8b2ef2af1,2024-05-21T15:39:54,Helio Energy,11463.3,GBP,0.987,none,104.21,0.075,
067eef2c-8807-4215-ab36-9c508251f6af,2024-07-29T17:34:24,Summit Manufacturing,5325.89,INR,0.863,duplicate,42.74,0.05,
3801b098-e9f4-4c8c-b3ed-aaf1b24c55bd,2026-03-07T19:10:32,Summit Manufacturing,8296.23,EUR,0.773,vendor_mismatch,67.67,0.078,
608be380-e8d7-4b02-a56c-5620524dbe56,2025-03-12T06:33:45,Cobalt Media,7717.71,EUR,0.728,tax_mismatch,35.8,0.157,
c6cd3725-54bc-46b2-b569-6e5669622828,2025-09-25T02:10:09,Northwind Health,6645.32,INR,0.964,duplicate,1,0.211,
f3337ec1-be7c-4a59-83fc-19e64b80a7a2,2024-12-14T07:54:17,Meridian Insurance,8777.51,GBP,0.897,tax_mismatch,58.26,0.148,
1fe60d33-129b-4444-81d8-fabeb32ea63b,2025-02-15T16:09:06,Meridian Insurance,8354.59,EUR,0.849,none,33.06,0.118,
4d390bf6-d374-4a58-9577-f2c2d4e8456e,2024-01-08T16:25:07,Cobalt Media,1835.69,INR,0.808,missing_po,51.14,0.087,
c26e9d95-aab4-4ed7-9f7f-5d21289fe528,2025-04-04T14:01:42,Aster Financial,9481.81,INR,0.895,vendor_mismatch,65.5,0.049,
7e8f9b18-3677-4fe8-8edb-3652bd1f92fb,2024-11-19T20:58:18,Atlas Education,3021.51,INR,0.879,none,1,0.054,
89efc645-9ab7-4ff6-a794-d695ece7825a,2024-11-12T20:10:04,Arbor Pharma,10899.45,USD,0.744,none,51.3,0.192,
a4dab382-0c4f-4cfe-bb06-74b0d861f060,2024-04-14T20:28:27,Summit Manufacturing,10886.02,INR,0.842,tax_mismatch,71.51,0.032,
d2d5c158-7379-406a-9d4c-363b74809b64,2024-03-29T00:58:09,BluePeak Retail,8315.9,INR,0.783,tax_mismatch,59.96,0.195,
2700dbca-d1e0-49b1-bb66-b1d35b3d3893,2024-07-23T16:09:23,Aster Financial,9241.48,INR,0.905,duplicate,100.38,0.047,
ed5b5758-cf4b-4e37-967d-c36c956661b8,2024-11-08T06:59:36,Helio Energy,12413.8,EUR,0.857,missing_po,37.76,0.207,
db838e1b-dceb-4353-b3b5-3ad559f1a2f3,2024-09-18T22:54:06,Helio Energy,18399.45,USD,0.846,tax_mismatch,41.71,0.128,
67a6612e-41b8-46f6-a933-967424eb0544,2025-12-13T14:07:29,Meridian Insurance,9222.81,GBP,0.83,vendor_mismatch,88.78,0.061,
c09b736b-05c8-4a08-9854-c5748235e07f,2024-07-24T16:59:33,CivicGrid Utilities,15413.73,EUR,0.754,vendor_mismatch,6.03,0.018,
e58adf4f-12e0-43af-8e9b-5c4a6e8f2f53,2026-05-02T06:47:30,Pioneer Logistics,11165.43,INR,0.821,tax_mismatch,1,0.044,
8b92361c-a477-4f71-ae2a-44a84450ceba,2026-01-07T20:57:29,BluePeak Retail,3561.67,GBP,0.925,vendor_mismatch,50.43,0.038,
727e1463-bc39-4987-b903-955ab9059395,2024-05-06T17:04:23,Atlas Education,1604.57,USD,0.846,missing_po,90.27,0.104,
7a319abf-73cb-47ba-930a-20ec50134056,2024-07-24T15:46:24,Atlas Education,9100.02,GBP,0.943,tax_mismatch,43.54,0.108,
149c38ba-acb6-4830-8feb-f4cffec911b9,2025-08-19T22:42:40,Meridian Insurance,6934.62,USD,0.855,tax_mismatch,60.67,0.239,
25ceb8b1-8703-4679-b8d5-5a0562fd4488,2024-01-26T18:08:38,Summit Manufacturing,3839.17,EUR,0.964,tax_mismatch,29.47,0.048,
7cf428b6-fdf1-4a20-b6fc-8c76e4354e2c,2025-10-28T22:01:54,Arbor Pharma,18456.7,USD,0.842,missing_po,41.0,0.045,
6915eb50-ef5f-4a51-bb5b-80876ac810b4,2024-09-10T09:23:39,Vertex Legal,9977.66,USD,0.916,none,48.68,0.063,
99637cfa-759a-470c-bfc0-10888e654af2,2024-02-04T07:56:02,Vertex Legal,10152.44,INR,0.863,none,2.32,0.062,
378ca6a9-f252-4991-81eb-6c2cce93e62e,2025-01-21T14:12:54,CivicGrid Utilities,2095.43,USD,0.954,missing_po,70.05,0.034,
31ffd522-13ce-4600-908d-52a7043a8002,2024-02-28T17:06:41,Northwind Health,9766.4,GBP,0.939,tax_mismatch,47.12,0.276,
b7a99e3c-a818-4364-b1e9-96a6e2e5ddb4,2024-12-19T12:49:21,Pioneer Logistics,4494.74,INR,0.865,duplicate,83.19,0.141,
7739102b-2dd6-49f6-965e-ae885abd9042,2025-07-20T01:36:04,Aster Financial,1872.34,INR,0.733,none,32.54,0.139,
05461afa-5830-4b71-950f-9eac6032c30e,2024-08-19T06:32:26,Summit Manufacturing,10831.16,INR,0.953,none,40.22,0.264,
64caa39b-237b-45d4-bdf9-5b3d7446d4c0,2026-02-03T01:21:58,Aster Financial,16477.59,INR,0.806,none,45.92,0.019,
8fea0160-5fff-4b53-bd5b-8d140b2b3fd1,2025-04-17T14:21:42,Vertex Legal,13720.94,EUR,0.751,tax_mismatch,31.53,0.031,
1b57510b-fc44-4d44-9585-6799b2b16a6f,2025-03-29T15:10:14,Northwind Health,12139.49,INR,0.83,missing_po,40.37,0.135,
9cb86b8f-e91c-4951-97b4-5f0a2b71422c,2026-05-07T15:29:03,CivicGrid Utilities,3299.35,USD,0.797,vendor_mismatch,38.91,0.03,
abc15ca2-f3ee-4c6a-bf4a-41062c494048,2025-09-26T19:36:02,BluePeak Retail,25,GBP,0.889,missing_po,1,0.114,
05e2035e-1481-443e-8240-749cd2b9234b,2024-08-02T03:12:19,Aster Financial,8061.89,EUR,0.761,tax_mismatch,58.57,0.085,
f81e6f47-edd2-4986-b65b-8f84f616bb51,2024-08-12T06:45:19,Aster Financial,5708.78,EUR,0.75,none,13.71,0.042,
dc633b62-e04d-45f0-bf8b-3804b8160506,2025-03-04T21:30:49,Meridian Insurance,11030.36,INR,0.947,vendor_mismatch,55.87,0.055,
5627f971-2844-4d9a-8b1a-0bd6a5bdfb60,2025-04-05T04:19:30,BluePeak Retail,3935.99,INR,0.857,none,88.37,0.075,
55ac325f-31fb-4072-a54e-ae9502f89314,2026-03-19T07:31:23,Vertex Legal,6546.89,GBP,0.731,none,45.0,0.038,
868cfc66-2525-4a5b-b185-357e0118a0ae,2025-01-01T13:13:05,Summit Manufacturing,4809.87,INR,0.849,tax_mismatch,63.43,0.022,
e8e9c689-8f38-4bae-b3d3-64082e853e4a,2026-02-27T16:29:42,Cobalt Media,5347.71,INR,0.952,vendor_mismatch,60.88,0.018,
bd874db1-8c8e-46ad-83e4-0637ef9b42c9,2024-08-25T04:56:07,Vertex Legal,9306.32,GBP,0.784,tax_mismatch,26.28,0.219,
2161a190-bb55-4789-8d75-7815f1631c64,2024-07-25T03:59:49,Aster Financial,7463.21,GBP,0.876,missing_po,30.46,0.07,
de3d0759-ad93-45f1-8ec9-34ea6c99ef10,2026-03-31T13:13:20,Summit Manufacturing,16644.02,INR,0.867,tax_mismatch,32.22,0.055,
0a1c3f7a-73b8-4e2f-b2e9-5e8c4cdaaad1,2025-10-12T18:10:25,Northwind Health,10040.23,INR,0.928,duplicate,51.92,0.027,
11cb47b9-aaf8-4f83-8ded-74249d14b107,2025-12-28T08:49:16,Helio Energy,5008.69,GBP,0.948,missing_po,40.75,0.134,
094aa9cb-5d28-4071-8c3f-a3544ede48a1,2026-04-05T09:04:37,BluePeak Retail,11427.31,EUR,0.794,missing_po,28.52,0.038,
c35ba7e5-3b68-4f6b-9284-8a24957f6696,2025-01-10T07:58:37,Aster Financial,17987.41,INR,0.869,tax_mismatch,30.4,0.083,
a8ddd4da-2307-41dc-98d7-dac54b074c9c,2025-01-10T15:12:56,BluePeak Retail,5266.74,EUR,0.741,tax_mismatch,54.43,0.162,
c0ea29e7-4deb-447a-9774-b6900cb61811,2025-02-24T13:22:17,Pioneer Logistics,2207.83,GBP,0.903,missing_po,1,0.23,
2492a3eb-a933-42bb-8576-065656801b45,2024-11-29T13:56:22,Cobalt Media,8274.6,USD,0.761,vendor_mismatch,61.55,0.077,
5a456d4c-5efb-4c54-b42e-d1eed419718a,2026-01-03T19:55:47,Aster Financial,13745.21,INR,0.838,missing_po,1,0.181,
c19aabc9-2369-4178-9d29-fe9fc7b6ee1c,2025-11-03T08:55:48,Vertex Legal,10818.89,GBP,0.879,vendor_mismatch,85.54,0.351,
3dc724cc-5f2b-4a31-93df-873099c7d885,2025-07-05T19:20:55,Meridian Insurance,4482.72,GBP,0.968,vendor_mismatch,89.99,0.266,
a97302b1-e8bf-4e44-95b0-6d650fccd099,2024-06-30T04:02:07,Arbor Pharma,3635.75,INR,0.777,duplicate,12.85,0.06,
1e6671af-2c2d-495b-91c0-6b9ba1f5ae43,2024-01-11T05:43:58,Pioneer Logistics,4883.7,USD,0.984,tax_mismatch,101.16,0.037,
90e3413c-5a28-44bd-838f-03505c47f1f3,2024-09-04T07:19:35,Aster Financial,8499.34,GBP,0.94,tax_mismatch,128.04,0.225,
a6c42ba9-7bb9-4971-b0e0-b05e47a5b5e4,2024-10-01T06:22:49,Helio Energy,15258.08,GBP,0.858,vendor_mismatch,1,0.075,
21faa760-8d2b-4794-b52f-fb063d2aa476,2026-04-29T02:29:17,CivicGrid Utilities,25,EUR,0.956,duplicate,37.77,0.167,
556d805d-99ed-4714-9996-9cd963f2eaad,2025-03-19T09:11:07,Pioneer Logistics,7854.83,GBP,0.855,none,1,0.043,
edb53cfb-c67f-46ae-86ca-2b6638f8f805,2025-04-28T09:14:01,Atlas Education,25,INR,0.778,missing_po,32.34,0.282,
af72270e-9445-41aa-8e51-303e2314a7e9,2025-03-09T06:58:02,Arbor Pharma,25,EUR,0.893,duplicate,34.17,0.177,
3760ea76-c581-4f8d-ab48-eaf15407a8da,2024-12-12T15:55:37,Cobalt Media,13360.74,INR,0.735,duplicate,45.24,0.031,
2dd6af67-b29b-4da0-b8fe-f61abc6b59d8,2025-10-07T04:46:52,Vertex Legal,9093.52,INR,0.817,vendor_mismatch,36.47,0.138,
f0992e4e-38eb-455a-b3eb-e83b3b34813f,2024-06-07T06:01:01,Summit Manufacturing,14164.68,INR,0.87,duplicate,48.49,0.14,
f9a68e15-3722-4526-80f7-be59b6597038,2024-09-11T07:10:04,Pioneer Logistics,8908.58,GBP,0.987,tax_mismatch,1,0.121,
3d8cc7c4-c885-42a1-ad1a-5dc86044738e,2024-05-23T02:56:59,CivicGrid Utilities,25,GBP,0.916,vendor_mismatch,40.68,0.091,
a91f2fd3-2714-4890-be5e-dde378d710bf,2025-04-28T18:42:44,Aster Financial,11165.82,USD,0.736,tax_mismatch,50.78,0.108,
dbca9e8d-0015-46c0-bcd1-77bf5706481d,2024-05-19T20:02:41,Atlas Education,18053.4,GBP,0.948,duplicate,68.23,0.044,
c4e2880d-a02f-43d8-a123-2c8a80965293,2026-04-01T05:29:07,CivicGrid Utilities,12641.2,GBP,0.918,vendor_mismatch,71.36,0.162,
01b9be68-776c-4115-ae6a-eedfa2921595,2024-01-11T19:29:43,BluePeak Retail,25,INR,0.96,vendor_mismatch,50.04,0.028,
5fa2d0c6-a90a-431a-9c1a-6372f5b06700,2025-11-05T12:44:33,Pioneer Logistics,10394.5,USD,0.935,missing_po,110.67,0.111,
dc7cba27-7f45-4a39-9a82-fe3f221a654a,2025-08-27T17:23:50,Arbor Pharma,19929.44,INR,0.803,missing_po,41.62,0.177,
36df1552-3052-44ba-a05e-03d561e7d58e,2025-01-28T18:51:30,Arbor Pharma,1100.23,INR,0.826,tax_mismatch,56.25,0.192,
4ed51de9-b3f7-4460-8594-4d5fa046cd27,2026-05-01T13:36:37,Vertex Legal,2807.79,GBP,0.73,missing_po,42.01,0.157,
8bba8aff-aa4b-4e8e-a2f1-d24869b3363a,2025-12-18T19:10:23,Helio Energy,6737.64,USD,0.974,missing_po,30.54,0.107,
80fa641b-b11d-44c6-a239-e9a114b6434f,2024-07-28T06:59:38,Aster Financial,8121.84,USD,0.829,none,28.2,0.212,
3cae708a-6843-466f-87fb-13bd3ed574a5,2025-08-11T08:16:47,BluePeak Retail,16745.84,GBP,0.981,duplicate,87.22,0.001,
7dce5c1a-9aa6-4306-842f-11490a42b33f,2024-05-01T04:30:18,Northwind Health,3914.67,EUR,0.98,missing_po,29.48,0.01,
c8fd8291-cc8e-40b0-b70f-4eb6f52ec489,2025-12-14T09:55:20,Helio Energy,11056.69,INR,0.811,tax_mismatch,61.68,0.056,
6b689062-992f-4979-9542-eecc419e1558,2025-05-22T02:51:46,Helio Energy,11312.57,EUR,0.968,missing_po,35.29,0.185,
31e5ea0d-af87-4fec-8a67-0b0cd8a03b90,2025-02-22T17:28:24,Meridian Insurance,7590.45,GBP,0.947,tax_mismatch,51.89,0.07,
84dcc508-4a35-491b-9fd3-f533506289eb,2025-04-28T22:07:27,Meridian Insurance,11702.71,EUR,0.731,tax_mismatch,42.85,0.008,
6968df4c-b30d-4d9a-be11-c570eea0474e,2024-02-25T20:33:13,Helio Energy,25,INR,0.808,vendor_mismatch,71.39,0.047,
ad268452-ba6b-4eb6-bf6d-8a0a2c1a54c4,2025-03-09T01:29:45,Northwind Health,11314.73,GBP,0.875,missing_po,32.11,0.002,
9389425c-75e2-4bf8-8a15-8eece2d03645,2025-03-04T02:28:10,Vertex Legal,7035.79,USD,0.909,vendor_mismatch,39.77,0.001,
0c156555-70c7-49ad-9bc0-01a6084ad683,2024-11-18T22:49:06,Vertex Legal,309.38,USD,0.828,duplicate,68.14,0.194,
10efc2f3-a8b1-4ace-83a8-30454eac46a3,2024-02-16T05:45:29,BluePeak Retail,4213.71,EUR,0.922,tax_mismatch,4.53,0.034,
820c75d2-e860-4491-a3ea-5399e2e4da0f,2025-06-07T07:42:26,Meridian Insurance,5151.4,INR,0.836,none,3.26,0.048,
10c47f98-8a91-4aa8-bc2b-e47300f90dfb,2024-03-05T17:13:35,CivicGrid Utilities,12735.05,EUR,0.919,tax_mismatch,66.73,0.041,
c40723cb-7d27-4390-9459-53712319508b,2024-05-04T20:34:22,Northwind Health,25,USD,0.751,tax_mismatch,69.68,0.132,
60718611-01a1-4a3c-8e26-d12705be621d,2025-03-15T14:54:11,Aster Financial,6408.93,INR,0.939,vendor_mismatch,1,0.214,
832e4e0e-1d95-4265-aecd-8302ab69e0ef,2025-10-06T14:03:28,Northwind Health,7387.73,GBP,0.925,missing_po,98.18,0.282,
b6d25a30-803a-40b4-b42d-8f943a787d31,2024-06-08T11:29:39,Aster Financial,10155.4,INR,0.752,vendor_mismatch,55.02,0.021,
3ce75443-b510-4d8d-9973-2d582f5abe2f,2024-06-01T13:25:31,Summit Manufacturing,25,USD,0.809,vendor_mismatch,22.4,0.071,
a165454e-22df-4b23-8a4f-bbf4f3f9a9cd,2025-08-19T17:33:48,Pioneer Logistics,17182.74,GBP,0.766,tax_mismatch,88.87,0.289,
bec34ef2-9c1e-4d24-8186-d76bcb363e17,2024-04-23T08:16:31,Atlas Education,1883.78,USD,0.761,missing_po,48.35,0.281,
a5857944-94c3-41aa-9165-5049d698868d,2024-08-16T00:24:55,Vertex Legal,5541.95,EUR,0.754,missing_po,113.69,0.171,
bf17fecd-ad2c-42d2-8025-4539da2d3aab,2026-05-18T23:03:52,Meridian Insurance,8657.74,GBP,0.783,vendor_mismatch,9.04,0.048,
2995171a-a313-49b9-b8a8-2ba9b7efbb52,2026-01-25T19:23:25,Summit Manufacturing,17562.2,GBP,0.902,missing_po,66.71,0.067,
786b1ab5-8aa7-4098-92a5-a2f51e2bc94a,2024-01-11T14:24:05,Summit Manufacturing,10087.42,EUR,0.854,missing_po,69.66,0.071,
cc68e7cd-d5e9-48ba-9d1e-302637b04592,2024-01-14T09:33:58,Vertex Legal,9310.6,EUR,0.886,vendor_mismatch,37.7,0.161,
0cb08024-0236-4800-9ff6-58c3c7986157,2025-12-17T17:53:49,Pioneer Logistics,19740.27,GBP,0.796,none,85.5,0.3,
7380a556-68fe-4208-bbdd-fb3713a4020c,2025-01-17T03:58:38,Aster Financial,9640.68,USD,0.735,duplicate,30.96,0.062,
86138842-6977-4d5e-a023-c90f495fe23a,2024-07-12T23:02:39,Pioneer Logistics,17731.5,GBP,0.826,tax_mismatch,32.61,0.215,
05fc7c2f-35f2-4dd4-902c-e7715ceb1049,2025-03-26T18:21:12,Atlas Education,25,GBP,0.729,vendor_mismatch,79.86,0.062,
2270c69f-5342-46d0-8f19-0bc6d5fd50f2,2025-03-13T06:59:16,Atlas Education,9479.27,USD,0.755,tax_mismatch,18.98,0.125,
b36559f1-d39c-4c58-875e-ee03059537b3,2024-12-29T19:09:34,Meridian Insurance,12758.23,USD,0.974,missing_po,1,0.037,
60e28ee3-1f0f-44fc-947b-5d5f1b2cdf7f,2024-09-14T15:20:54,Pioneer Logistics,6321.91,GBP,0.872,missing_po,14.28,0.011,
8d9bc30c-b4ef-43f9-a7e0-491ffa6e9ec3,2024-07-23T12:16:47,CivicGrid Utilities,6003.52,USD,0.753,duplicate,18.66,0.009,
c1de0b97-9f1e-45c6-af53-dce2168a8407,2024-04-28T21:04:22,Summit Manufacturing,7839.28,USD,0.977,missing_po,1,0.108,
d43e88d4-2cd5-42bd-a589-7d8bfccb0c07,2026-01-15T23:53:48,Meridian Insurance,6344.75,GBP,0.781,vendor_mismatch,36.87,0.073,
e62aa105-6795-4245-88bf-9b9cb108e4b4,2025-10-05T20:32:21,Summit Manufacturing,25,EUR,0.807,vendor_mismatch,98.13,0.196,
8fab7e69-5c93-45a1-a56f-8ce56c94297f,2025-04-20T11:27:13,Cobalt Media,13644.79,INR,0.938,tax_mismatch,77.39,0.013,
03082083-47e2-45f8-a360-aa4b2c9d7a04,2025-03-07T03:31:32,Pioneer Logistics,25,EUR,0.902,duplicate,55.21,0.045,
0b925a15-8f0a-4110-850c-69b6bd0d96b9,2024-07-11T10:05:59,Meridian Insurance,8207.79,USD,0.788,duplicate,33.87,0.032,
8bd624ed-46a7-4c5b-ac13-5cdbeb6ae051,2024-12-03T23:10:06,Cobalt Media,10216.59,INR,0.931,none,54.3,0.045,
d6168e84-580c-4574-bd7f-82b485dd988c,2025-12-08T19:05:12,Summit Manufacturing,6626.43,USD,0.947,tax_mismatch,5.35,0.016,
12edd3e8-a222-4e88-be0a-0071287744d9,2025-01-18T09:30:12,Atlas Education,25,USD,0.851,none,13.17,0.067,
0957765d-bab5-42b9-9db4-256e872e3d14,2024-08-16T08:22:11,Meridian Insurance,5664.12,USD,0.78,missing_po,58.28,0.036,
a0d0e878-7a2d-4be3-b130-24dda62f122d,2025-08-07T07:52:35,Pioneer Logistics,13501.99,EUR,0.822,tax_mismatch,108.05,0.1,
8bb46ee8-39e5-4364-aaa0-d51244df5688,2025-06-13T20:39:57,Atlas Education,25,USD,0.957,none,70.44,0.043,
7be946b3-2223-4481-babb-d101a9ce0bf4,2024-05-19T22:15:42,Pioneer Logistics,2853.51,GBP,0.934,none,81.59,0.214,
1c9c4c23-e9c7-463d-9192-4ab6f3daf2fd,2025-07-08T15:38:34,Pioneer Logistics,8443.55,INR,0.982,none,75.12,0.022,
9df35eb4-56b0-4478-8b5b-683cd3351056,2025-05-23T13:36:09,Helio Energy,6274.54,GBP,0.935,duplicate,11.25,0.007,
bf21e695-3cad-4834-8d29-b8dbfc505c3d,2026-03-13T15:30:05,Arbor Pharma,10096.25,GBP,0.805,none,65.14,0.247,
299cab54-35b2-490f-a6e9-beb331b8e47d,2024-08-10T07:54:58,BluePeak Retail,25,GBP,0.821,tax_mismatch,108.98,0.073,
aa1960b6-b160-4cfe-b19b-aed54d13fb2f,2025-09-25T11:49:12,Arbor Pharma,12528.51,INR,0.789,vendor_mismatch,27.94,0.02,
d8414652-10ca-47de-8427-190763687b1d,2025-06-02T05:30:23,CivicGrid Utilities,14700.16,GBP,0.875,duplicate,55.9,0.248,
a11087a4-6b72-4839-8331-04ea4c59d1ee,2026-05-28T06:23:57,Vertex Legal,5715.06,EUR,0.734,tax_mismatch,50.57,0.193,
c947ad55-fd3f-48cf-b3b3-b4e9260a88eb,2026-02-07T04:34:21,BluePeak Retail,9286.71,GBP,0.831,missing_po,40.71,0.102,
502afe6c-ea33-44e2-9221-130c59b4cb87,2024-12-21T05:21:32,Helio Energy,6828.55,GBP,0.988,tax_mismatch,40.29,0.007,
9500b77e-de3b-475e-89d6-6748eaa49ee4,2024-02-17T11:06:08,Vertex Legal,11386.4,USD,0.87,duplicate,36.42,0.149,
dcdd1621-8e17-4fe9-9224-e8b0f20c8299,2026-03-12T16:45:35,Aster Financial,5939.64,USD,0.885,none,69.77,0.135,
