conversation_id,timestamp,customer,channel,intent,turn_count,sentiment,contains_pii,resolved,transcript_excerpt,duplicate_marker
76e2cf6a-f304-489d-b668-eee40157f1dc,2024-07-28T02:31:44,Cobalt Media,email,how_to,15,-0.728,False,True,device shows fault code,
2a881100-a0ed-44ce-9489-9937b3b8a200,2024-12-22T07:13:38,Aster Financial,chat,how_to,5,-0.761,False,True,device shows fault code,
a0ce4372-1523-42cd-a00c-283f50af682f,2026-03-04T08:37:59,Northwind Health,email,billing,23,-0.148,False,True,cannot authenticate,
e4f61fdd-dfe1-4648-96fb-36b4f06d1461,2024-07-01T03:05:37,Arbor Pharma,portal,billing,12,-0.396,False,True,cannot authenticate,
65f74b87-bba3-463f-b139-75fdb0661736,2025-02-06T13:26:19,Arbor Pharma,email,how_to,18,-0.26,True,True,contract question,
d9250497-e4ff-42b2-ad8c-e6016b7b9c5a,2026-04-13T16:52:44,CivicGrid Utilities,chat,escalation,14,-0.907,False,False,contract question,
fa942dc2-8f94-4297-8455-8507acb9df22,2026-05-04T12:00:39,Vertex Legal,email,how_to,21,-0.423,False,True,cannot authenticate,
4e4c3a41-206d-48a0-89ab-e55726850e92,2025-06-27T05:46:43,Atlas Education,portal,how_to,19,0.309,False,False,contract question,
f0f31eeb-127c-4746-ae11-d33f7b5b2284,2024-12-19T21:35:48,Aster Financial,phone,setup,2,0.198,False,True,need invoice copy,
99113920-5bcf-41e4-8245-84ee78bdc018,2025-09-27T13:37:12,Northwind Health,chat,setup,4,0.565,True,True,device shows fault code,
10972333-5947-4d9b-bdd0-765640c8d47e,2026-02-11T16:55:10,Summit Manufacturing,email,billing,12,0.784,True,True,device shows fault code,
4d29126e-f1ab-46af-9286-4350f65decfb,2025-12-18T19:13:07,Cobalt Media,portal,setup,3,-0.264,True,True,cannot authenticate,
52ecaeaf-de2a-450c-9db0-ad9d119f9728,2026-04-03T21:15:07,Cobalt Media,email,troubleshoot,19,-0.44,True,True,cannot authenticate,
7f344c6a-a9b5-4c5b-9f1d-0672f00209f2,2024-11-26T14:41:32,Atlas Education,phone,troubleshoot,6,0.21,False,False,toner depleted,
b366e268-26ac-4555-94c0-cda2f2694ac4,2026-02-01T01:37:48,Vertex Legal,chat,escalation,7,0.619,False,True,toner depleted,
67d45a59-df4e-4096-bd7b-0de5ff6296ec,2024-11-17T22:45:38,Cobalt Media,phone,setup,17,-0.814,False,True,need invoice copy,
635cc2a0-7c0b-4048-8337-0e1afcffd057,2024-11-03T06:27:06,Northwind Health,phone,setup,20,0.787,False,True,contract question,
8511db62-e733-41c2-8c14-fac7ae9d9c71,2025-08-17T22:39:13,Aster Financial,phone,troubleshoot,7,-0.247,False,True,need invoice copy,
ae6d12d4-2f35-4c8d-96f2-9ab93a1ff215,2024-03-19T12:38:53,Pioneer Logistics,phone,escalation,5,-0.77,True,True,contract question,
7a392309-6aba-49ef-8a14-d5076b7f2429,2024-11-09T15:21:32,Cobalt Media,email,troubleshoot,9,-0.947,True,True,cannot authenticate,
65a0fe4e-7476-448a-8ecc-29e625c63233,2025-11-02T03:04:01,CivicGrid Utilities,chat,setup,7,-0.231,True,True,need invoice copy,
19ff4d71-aca5-4e7b-a41b-2d0dbf6763d5,2025-09-03T23:26:49,Aster Financial,email,escalation,21,0.078,False,True,contract question,
53a54740-020f-48d2-84ab-3f23c2f4c9e6,2025-08-11T12:17:59,Helio Energy,email,how_to,24,-0.422,True,False,contract question,
7509d41b-52a5-40c7-b94c-d7d19ee16a8c,2025-03-22T06:42:45,Vertex Legal,phone,escalation,23,0.414,False,True,device shows fault code,
da3b419e-264a-420f-ad61-b03d0fb49961,2024-08-18T04:50:33,Pioneer Logistics,email,how_to,11,0.223,False,True,contract question,
2ccde5d1-7c6e-4666-9c64-7dd178b5e87a,2025-12-20T04:47:26,BluePeak Retail,chat,setup,4,-0.342,False,True,need invoice copy,
eba89b11-0db1-493c-84ad-22750432a9ab,2025-12-06T14:53:02,Atlas Education,chat,setup,16,-0.065,False,True,toner depleted,
070f2b46-7c13-4ce9-84cf-9899544fcfe9,2025-12-06T16:54:36,Cobalt Media,phone,setup,3,-0.491,False,True,contract question,
c8c980b4-22c0-4ba7-992c-ab6749b90cc3,2026-05-05T18:53:35,Northwind Health,email,troubleshoot,14,0.284,False,True,contract question,
2f4c1e99-b785-4201-a7fd-5e3e8dd34650,2024-03-14T05:27:18,Summit Manufacturing,phone,troubleshoot,12,0.793,False,False,cannot authenticate,
cf597c36-822a-48b9-9020-d3299d3b6048,2025-10-19T17:35:51,Summit Manufacturing,email,setup,10,0.856,False,False,toner depleted,
c188d74e-9671-44f8-a65b-a7e284515182,2024-12-21T20:42:36,Northwind Health,portal,how_to,16,-0.26,False,True,device shows fault code,
1203a53b-966f-445c-a1ef-a18bb6d276fd,2024-12-29T06:52:44,Northwind Health,chat,escalation,16,0.888,False,True,cannot authenticate,
d23e094a-01aa-4c27-980e-9df0e12b7006,2024-10-08T11:30:46,Cobalt Media,phone,troubleshoot,12,-0.725,False,True,contract question,
625a35c5-5b54-4976-a484-e50575413b78,2025-02-26T12:23:12,CivicGrid Utilities,phone,troubleshoot,12,0.174,False,True,contract question,
35d05816-eeda-46b4-8344-56469d05595f,2024-12-23T02:28:59,Vertex Legal,email,troubleshoot,2,-0.411,False,True,toner depleted,
d63ead34-5f26-49c9-902f-9c1a10a89a46,2026-05-12T23:57:29,Arbor Pharma,phone,how_to,22,0.304,False,False,toner depleted,
9f8fab66-d69a-4d32-bfcf-fc48039640b8,2024-10-29T18:07:43,BluePeak Retail,chat,troubleshoot,21,0.502,False,True,cannot authenticate,
30a1f7f7-2bc3-406f-b4fc-b02393b2a12e,2025-10-06T09:22:51,Cobalt Media,email,how_to,6,-0.604,False,True,need invoice copy,
ce66d4d6-b01e-4d57-9405-5ba8f7f84cec,2024-01-16T02:21:46,Pioneer Logistics,chat,billing,12,0.926,False,True,toner depleted,
44fde037-abbf-41ac-8a1d-5ffe37d082f6,2025-06-27T08:50:46,Atlas Education,portal,how_to,17,0.249,False,True,cannot authenticate,
43890623-008c-448d-8eff-42245d17042c,2026-03-31T02:03:51,Cobalt Media,portal,billing,12,-0.136,True,True,contract question,
41dbfe73-0980-4642-a669-25981674bcec,2024-01-03T17:41:06,BluePeak Retail,email,troubleshoot,2,-0.625,False,True,contract question,
336c9d64-a37e-4548-aba3-7c81bfe54265,2025-11-29T04:46:01,Northwind Health,portal,how_to,18,0.744,False,True,contract question,
619a672f-8c24-4744-82d8-108c61eb49c5,2026-05-03T21:38:27,Atlas Education,portal,escalation,24,-0.31,False,True,device shows fault code,
597ee0f6-2a4e-4584-a4ad-bbdcd5b182fc,2024-12-13T04:05:58,Helio Energy,portal,setup,18,0.528,True,True,device shows fault code,
d11755ce-8f8a-48af-92ec-bd256bfe2ddd,2024-02-28T08:23:29,Helio Energy,portal,escalation,19,-0.168,False,True,toner depleted,
609c9bbc-fbb0-4329-9d16-b603dd7287f5,2025-11-28T10:15:33,BluePeak Retail,phone,escalation,11,-0.453,False,True,need invoice copy,
e370aa8a-6331-4936-8070-931f3ed3b965,2025-07-04T00:18:45,Pioneer Logistics,phone,how_to,18,0.13,False,False,contract question,
9aa89a39-3212-49b8-be7e-f9eefdc60bc5,2024-06-20T04:35:50,Cobalt Media,chat,escalation,2,-0.469,False,True,device shows fault code,
6bd0a8ff-033c-4694-b439-9a74b46358a7,2024-06-02T10:47:54,Aster Financial,portal,setup,15,0.152,False,False,cannot authenticate,
f42440a7-6903-4099-83a3-386ff4772d14,2025-07-18T03:02:37,Cobalt Media,portal,billing,15,0.5,False,True,cannot authenticate,
91b4fa35-8514-4267-9858-95e96f4f9e7f,2024-03-14T06:03:53,Vertex Legal,portal,billing,5,0.749,False,True,contract question,
62b326a5-2aab-4b85-a877-7f2f1f901c33,2024-01-11T19:15:43,Summit Manufacturing,portal,escalation,13,0.81,False,False,cannot authenticate,
9e1b2141-09b9-4dfd-b6cd-92c60aaaa623,2024-01-16T22:30:49,Arbor Pharma,email,troubleshoot,11,-0.999,False,False,toner depleted,
fe445a60-333e-4e6f-bb0f-7c9791a2fad9,2026-02-03T23:35:36,Arbor Pharma,email,escalation,14,0.878,False,True,toner depleted,
28549afd-56e6-4719-a9d1-fce0089ce6b3,2025-03-13T08:00:51,Pioneer Logistics,chat,setup,19,0.927,False,False,contract question,
a9851100-f0d1-4599-a12c-9083e88689b5,2026-03-18T19:59:45,Cobalt Media,phone,troubleshoot,15,0.419,False,True,device shows fault code,
cefb0936-4e26-4d94-bd8f-21b75225cf75,2026-02-23T13:05:48,Atlas Education,email,troubleshoot,3,-0.102,False,False,toner depleted,
568c36c7-e87d-408a-919d-d283d137d578,2025-10-05T02:50:49,Vertex Legal,email,escalation,2,-0.84,False,True,need invoice copy,
fb7ac5ad-5b0e-4d8a-ba7a-81dbb269832c,2025-08-19T19:35:28,Helio Energy,portal,setup,17,0.816,False,True,contract question,
59ae2f70-1d6a-462e-b439-9f39d56faabf,2025-04-15T10:36:38,Northwind Health,phone,setup,11,-0.581,False,False,cannot authenticate,
71c3f25c-f3c5-4283-a6fc-e6be83ee1e2f,2024-06-15T11:55:48,Cobalt Media,email,troubleshoot,3,-0.945,False,True,toner depleted,
5529d787-6556-4fea-a709-7c870ea44113,2024-01-01T08:37:15,BluePeak Retail,phone,setup,13,-0.073,False,True,contract question,
1d46ed41-bdea-4cb8-bbf5-3ce9dbe167f9,2024-05-02T02:44:17,CivicGrid Utilities,chat,setup,21,-0.085,False,False,toner depleted,
dc09e1f3-e83b-4a56-9662-bc2bca9b6736,2024-02-24T23:00:47,Northwind Health,portal,billing,10,-0.73,False,False,need invoice copy,
8e4c6929-3d53-43b0-a5fa-aee062f6813f,2024-09-05T22:49:11,CivicGrid Utilities,chat,setup,14,-0.073,False,True,device shows fault code,
d51663ee-4993-4829-96d8-ae30f371cc10,2024-07-22T01:00:31,Vertex Legal,phone,troubleshoot,16,0.305,False,False,toner depleted,
5bfea602-5632-45c0-91ee-7093c64d6d8d,2024-02-21T09:53:27,Atlas Education,chat,billing,17,0.552,False,True,toner depleted,
30cc2ed4-b0dc-40e0-93c1-db175cdd97ed,2025-08-02T01:34:06,BluePeak Retail,chat,troubleshoot,10,0.44,False,True,contract question,
750af32e-7e1e-4b1d-b5ad-93b7716e6225,2026-03-04T04:40:23,Northwind Health,portal,escalation,8,0.615,False,True,contract question,
2c0553fd-668d-4426-927b-7f2e5d0f214b,2024-10-18T08:43:58,Vertex Legal,portal,troubleshoot,11,-0.873,False,False,need invoice copy,
0715a73b-b9a0-4b51-9ccd-6e752060fd5b,2025-10-04T00:54:58,Meridian Insurance,portal,billing,13,-0.846,False,True,cannot authenticate,
11eef301-783b-487f-a166-c67e82bf4ec3,2025-11-25T23:33:33,Arbor Pharma,phone,troubleshoot,13,0.983,False,True,contract question,
d7c76c52-93d4-4e05-91d6-cf1bb76ffdf9,2025-02-08T00:27:26,Northwind Health,chat,escalation,8,-0.356,False,False,toner depleted,
b2d43b68-d48c-422d-8c80-cea31af44605,2024-10-24T21:26:48,Cobalt Media,chat,how_to,14,0.924,False,True,need invoice copy,
68fe19a5-8f96-4ed5-b7b8-2aa4a53aa82a,2024-10-17T00:19:26,Atlas Education,chat,escalation,19,0.578,False,True,cannot authenticate,
bd94e46f-99ca-4926-b7fc-c592709ca0c4,2026-02-16T16:22:54,Meridian Insurance,portal,troubleshoot,3,-0.448,False,True,device shows fault code,
54bea85d-f66d-42a3-a241-1000aa748054,2024-04-19T13:37:06,Atlas Education,portal,escalation,16,-0.903,False,True,cannot authenticate,
62ca3aab-4aec-4770-88b1-8ca628c1630d,2024-09-03T00:36:36,Atlas Education,phone,troubleshoot,9,0.21,False,True,device shows fault code,
825ed9a9-d719-4a75-822c-e34caf90ec83,2024-04-22T01:23:32,Northwind Health,portal,how_to,24,-0.122,False,True,need invoice copy,
a3d1df71-2310-49d4-aaf0-d73db0661d1a,2026-01-18T20:29:47,Aster Financial,phone,setup,11,-0.794,False,True,toner depleted,
acc949d8-708c-4aaf-83e4-ad5b2cae1459,2025-05-06T08:20:15,Aster Financial,email,how_to,8,-0.361,False,True,need invoice copy,
2531bb8b-a8fc-4e2b-8952-20ec0cc89021,2025-09-24T08:20:27,Aster Financial,email,how_to,13,0.617,False,True,cannot authenticate,
900f2935-5604-4b43-acb3-6b2525c007a7,2024-12-03T12:13:55,Arbor Pharma,chat,billing,11,0.259,False,False,cannot authenticate,
e3f6b2c5-41c3-4413-a46b-86605ce66c5e,2026-01-23T06:17:02,Summit Manufacturing,phone,how_to,4,0.523,True,True,contract question,
6f7698b6-0c46-405a-a8e4-e9b6e6714cc0,2024-10-30T16:08:30,Helio Energy,email,billing,16,0.46,False,True,toner depleted,
7d605f1e-00c4-4901-bc3c-52808e19db6c,2024-08-30T23:44:05,BluePeak Retail,chat,how_to,23,0.164,False,True,cannot authenticate,
12dc6b49-b694-4dda-89c2-5136c3c62276,2024-03-27T04:16:01,BluePeak Retail,portal,setup,4,0.688,True,True,need invoice copy,
eca7ce72-8074-43ed-ab07-d0762bf30a04,2025-10-07T08:08:15,Cobalt Media,chat,setup,18,0.499,False,True,cannot authenticate,
1bb446bd-f220-4bb2-b473-315b63e2ce94,2026-01-15T17:26:42,CivicGrid Utilities,portal,setup,22,0.481,False,True,toner depleted,
d3bf900a-66e9-49d2-aba5-6c100fec6abe,2024-01-21T17:23:10,Cobalt Media,portal,how_to,9,0.754,False,True,toner depleted,
707cfb00-91e0-4139-b00f-0fc88864740e,2025-08-16T00:01:55,BluePeak Retail,phone,setup,5,-0.52,False,False,contract question,
54125861-fc73-4e23-a280-c4c100c290d4,2025-06-29T21:01:23,Northwind Health,phone,setup,22,0.609,False,True,device shows fault code,
97644231-4c9a-4e0a-923b-ee1b9df7cc94,2026-03-18T03:43:53,Summit Manufacturing,portal,troubleshoot,3,0.251,False,False,toner depleted,
4f01fcb1-3734-4eaa-a92c-8ea4f779b4f3,2024-05-21T00:48:27,Meridian Insurance,portal,setup,24,-0.008,False,True,toner depleted,
259dcd63-a62d-4a8a-a19c-b1b429f3ae80,2026-01-22T02:12:49,Summit Manufacturing,email,escalation,24,-0.935,False,False,need invoice copy,
1e39ae7f-282c-402c-8e0e-e8e68888dcdb,2026-03-24T09:39:29,Pioneer Logistics,chat,billing,15,0.085,False,True,device shows fault code,
455103ea-d396-469f-a37f-2a4b6d6cb9d2,2026-02-24T21:58:15,Northwind Health,portal,how_to,9,-0.309,False,True,toner depleted,
ab3911d0-2290-455d-9545-f8c79df88e8c,2026-03-22T10:15:05,Aster Financial,portal,troubleshoot,12,0.952,False,True,contract question,
a04ecdba-bd27-4f59-a03c-adde412c1300,2024-03-04T11:43:42,Aster Financial,email,setup,20,-0.732,False,True,need invoice copy,
56c28124-0d9f-4192-8d27-b83330bcfd63,2025-11-27T12:23:21,CivicGrid Utilities,phone,billing,12,-0.738,False,True,device shows fault code,
7cc11ca7-53b3-4a85-ad97-d672a14c5cad,2025-05-09T04:48:21,Northwind Health,chat,how_to,15,-0.155,False,False,toner depleted,
f6ce5432-0be1-4e70-8c76-3860bcd47d7a,2026-01-24T01:58:03,Pioneer Logistics,email,billing,9,-0.28,False,True,contract question,
1c74fdcd-c717-4f56-976b-5c115ce5a5a3,2025-07-19T06:03:00,Aster Financial,email,how_to,13,-0.344,True,True,toner depleted,
096945da-be3e-4280-86c9-9549ca94b42b,2024-05-05T10:43:33,Helio Energy,email,setup,9,0.106,False,True,toner depleted,
355c9c24-08ec-43ea-a928-dbc3b1e1fe7e,2025-02-06T00:27:12,Cobalt Media,phone,setup,18,0.47,False,True,toner depleted,
2ca03ac4-a152-4b31-a4af-7001c59a7d1c,2025-12-18T00:55:59,Meridian Insurance,email,troubleshoot,14,0.897,False,True,contract question,
2d3d708e-daba-46e0-aa78-06e545db0d6d,2025-11-15T02:42:31,Meridian Insurance,portal,troubleshoot,5,-0.465,False,True,contract question,
f20b0295-8230-4c03-a1d4-924ff9fc4018,2025-12-30T02:34:20,Atlas Education,portal,how_to,9,0.578,False,True,contract question,
755b631f-3bb2-4d45-b043-2b6b0d2ccc25,2024-05-23T10:42:30,Meridian Insurance,portal,how_to,19,0.986,False,True,need invoice copy,
10fca88a-7776-4ac3-bc6f-dceebd45f64f,2026-01-12T07:28:24,BluePeak Retail,chat,how_to,9,-0.614,False,True,device shows fault code,
85460b22-8446-489b-a092-0e3b77b3bf2c,2025-09-05T19:33:58,Meridian Insurance,email,billing,2,0.079,False,False,cannot authenticate,
83b7d5ea-c20b-46da-85a3-04467d31ee63,2026-05-18T08:28:11,Meridian Insurance,chat,billing,21,-0.343,False,True,need invoice copy,
8d7b494d-572f-4bd0-8d3b-2bc32c7104dc,2024-09-20T01:22:38,Arbor Pharma,phone,how_to,19,0.062,False,True,toner depleted,
38bda7f8-aaa3-46d2-82e3-fed615582624,2025-04-14T08:42:50,Pioneer Logistics,phone,how_to,6,-0.653,False,True,cannot authenticate,
854536c1-9243-45a6-b70b-4900d86cfb56,2025-05-21T23:13:18,Arbor Pharma,phone,billing,11,-0.997,False,True,device shows fault code,
80704d8a-3167-4119-bd4a-b8b097ae0084,2024-08-06T20:32:41,Atlas Education,email,billing,3,0.534,False,True,device shows fault code,
599b32b2-6a4b-4ed0-a36b-67e9095affb0,2025-09-01T07:39:10,CivicGrid Utilities,phone,setup,10,-0.553,True,True,toner depleted,
e9312cbd-488b-44fa-9e26-f640c2370d3f,2025-03-19T17:28:32,Atlas Education,phone,how_to,8,-0.909,False,True,toner depleted,
c876adbd-6ff8-418a-a56e-4a99a33ccea2,2024-11-18T06:10:06,Arbor Pharma,email,how_to,14,0.304,False,True,contract question,
bd6f1dbd-f2b3-4f8c-a87b-7081dc2d7127,2025-11-24T15:23:42,Meridian Insurance,portal,how_to,24,0.447,False,False,contract question,
37716ccd-f874-4bb5-a5e0-37acc6203e18,2024-05-26T07:03:20,Pioneer Logistics,chat,setup,2,0.564,False,False,device shows fault code,
8d0f12cf-72f2-46cd-a37c-3e48da534b0e,2024-02-21T06:41:02,CivicGrid Utilities,chat,troubleshoot,10,0.492,False,True,device shows fault code,
810cbfe6-89e2-4209-9eee-634bf1511f1c,2024-01-06T08:04:12,CivicGrid Utilities,phone,troubleshoot,7,-0.45,False,True,toner depleted,
55c1b10b-fc07-4e4d-950c-16139732afab,2025-04-19T13:10:19,CivicGrid Utilities,chat,billing,2,0.042,False,False,toner depleted,
51ab3d9b-6e24-4bc0-b46c-aeef952ed5ec,2026-01-27T22:03:38,Meridian Insurance,email,troubleshoot,22,0.773,False,True,cannot authenticate,
fcc1d6d4-1e38-42f8-908f-de17c09f1bac,2024-12-06T01:31:51,Arbor Pharma,email,billing,7,-0.599,True,True,toner depleted,
dc68829b-7455-4971-8336-61d80935f1dd,2024-05-27T06:11:42,CivicGrid Utilities,email,how_to,17,0.909,False,True,need invoice copy,
4a2d099b-d332-480e-a578-534716b7499d,2025-01-09T23:28:22,Northwind Health,email,billing,19,0.015,False,True,device shows fault code,
b6d97efc-a136-43a7-a359-712c83b62b69,2025-10-04T21:55:31,Helio Energy,chat,how_to,5,0.552,False,False,need invoice copy,
0f65ab96-9a01-4948-8309-a6da454f3efa,2024-03-05T18:13:41,Arbor Pharma,portal,setup,21,-0.155,False,True,cannot authenticate,
6653a401-fa63-4b27-94c3-777588120e9a,2024-04-19T12:29:21,Arbor Pharma,chat,setup,10,-0.207,False,True,toner depleted,
6fc778e9-9def-4ff8-9ce5-220d288e6a3f,2026-01-02T15:31:57,Northwind Health,email,setup,14,-0.856,False,True,contract question,
2a2f966b-a6af-47b9-a8e4-f8146271d720,2025-03-12T06:53:12,Helio Energy,portal,billing,21,0.985,False,False,cannot authenticate,
7ec15bfd-e180-401d-8536-76da6b09c98e,2024-09-29T11:56:17,Meridian Insurance,chat,billing,11,-0.589,False,True,toner depleted,
0f74a1d6-6ac9-41a5-aa9f-97e47858c766,2024-12-28T04:17:35,BluePeak Retail,chat,troubleshoot,7,-0.104,False,True,need invoice copy,
c5d08178-27f7-4e0f-8696-08cc77fc870b,2024-10-08T19:46:01,Cobalt Media,email,escalation,4,-0.014,False,True,device shows fault code,
8b35b479-fcbb-4c5b-ba00-30063bd99515,2024-04-01T21:15:23,CivicGrid Utilities,portal,billing,10,-0.626,False,False,contract question,
90a376f3-00d4-4901-a0d0-2cf95ce71642,2024-11-20T00:14:01,Arbor Pharma,portal,troubleshoot,17,0.57,False,True,toner depleted,
1d727a6b-109f-43b0-9b68-ee69f19d7acc,2025-04-25T10:02:51,Helio Energy,email,setup,15,0.171,False,True,cannot authenticate,
ab0e0c6c-c4f6-487c-ad52-c6e7740819cc,2025-05-01T06:51:52,Meridian Insurance,portal,billing,11,0.407,False,True,toner depleted,
5c25a809-9de1-40cc-9e51-c1d20fc6efb0,2025-08-08T15:55:34,Vertex Legal,portal,escalation,9,-0.653,False,True,cannot authenticate,
b53c8283-968e-4eb5-b90e-ce783b36e423,2024-01-26T21:45:11,Northwind Health,chat,troubleshoot,21,-0.758,False,True,device shows fault code,
b3457096-e740-4937-9dfb-794c6c9cc417,2025-01-10T10:22:03,Cobalt Media,email,how_to,9,0.271,False,True,need invoice copy,
cf893455-6115-405e-9150-54aa5f677b2e,2025-01-08T09:27:58,Helio Energy,chat,billing,17,-0.437,False,True,device shows fault code,
8cb9a489-f806-44ab-b25b-8f4b97cbc347,2026-03-29T19:02:38,Pioneer Logistics,email,escalation,4,-0.731,False,True,toner depleted,
64183439-66ee-42b9-9322-8956bd375734,2024-04-12T19:20:27,Meridian Insurance,email,escalation,18,-0.92,False,True,device shows fault code,
37c3204e-8810-46cf-a2f3-0cba9f01f6c2,2025-04-15T05:21:02,Summit Manufacturing,phone,how_to,23,0.852,False,True,contract question,
7663b604-afd1-4c39-83fd-95bd7a60f1e8,2025-05-31T21:03:27,Cobalt Media,phone,billing,7,0.198,False,False,need invoice copy,
946f2493-4e49-4f6f-bf09-5a23bba99d79,2024-03-11T08:51:22,Northwind Health,email,how_to,16,-0.419,False,False,cannot authenticate,
4547bb8d-cd9b-4faa-a851-f19aec0804b0,2024-04-25T18:26:23,Cobalt Media,portal,escalation,6,0.976,False,False,device shows fault code,
9f57cac9-fb29-4fe5-826b-30e6e191545d,2024-02-03T20:41:15,Pioneer Logistics,email,setup,7,0.089,False,False,need invoice copy,
95e7d835-3f14-439b-b5a8-9e154d4d744a,2025-05-31T02:27:22,Atlas Education,phone,how_to,15,-0.155,False,True,contract question,
30156b9f-e160-4eec-9b54-6b13a032e9a3,2025-07-17T19:50:31,Arbor Pharma,email,billing,12,0.836,False,False,device shows fault code,
d22f2c85-bf81-4591-8589-d5ff7b28f738,2026-05-01T05:02:00,Aster Financial,email,how_to,10,0.645,False,True,contract question,
c9adf505-696d-4e2c-aea1-fea9c21c0d4f,2025-04-22T13:29:22,Helio Energy,chat,escalation,22,0.5,False,True,device shows fault code,
85312cb8-027a-4621-b523-816b1f5156f5,2025-02-05T03:37:24,Northwind Health,email,troubleshoot,10,0.843,False,True,toner depleted,
e7a01fa4-7595-4e8c-9a3e-a9c2a10eed6c,2026-02-17T04:07:25,Pioneer Logistics,phone,billing,22,-0.659,False,True,contract question,
3e290497-7f6e-4c29-b50b-fa33df2c0783,2025-11-07T20:12:13,Summit Manufacturing,chat,billing,12,0.663,False,True,device shows fault code,
9bf0d570-8ad3-4a32-b710-2033b3f49892,2025-02-24T22:34:24,Cobalt Media,email,troubleshoot,5,0.7,False,True,device shows fault code,
37bbfd75-f538-40f8-9fde-44b8d08284a6,2024-03-01T16:17:40,Atlas Education,chat,billing,23,0.302,False,True,toner depleted,
8612a453-571e-4875-8723-9006bc435577,2025-05-31T09:55:51,Aster Financial,chat,escalation,10,0.458,False,True,toner depleted,
baec119c-10cf-4c62-94c2-b8cff7cd7af5,2024-10-06T05:49:34,Pioneer Logistics,email,how_to,23,0.115,False,True,cannot authenticate,
53a3ef37-6159-4872-be66-e2a62ae45c11,2024-08-06T22:20:41,Northwind Health,email,how_to,9,-0.737,False,True,device shows fault code,
508d158e-51ce-439f-afad-c408cffc8581,2024-08-29T07:11:56,Meridian Insurance,phone,escalation,22,-0.947,False,True,need invoice copy,
392fa4c0-dfae-41ce-935c-3c9954527956,2025-10-01T20:48:23,Pioneer Logistics,portal,escalation,2,0.587,False,True,need invoice copy,
ca89cbea-318e-46fc-913d-c72e387929e6,2026-02-07T05:59:58,Northwind Health,email,setup,7,-0.106,False,True,device shows fault code,
4bb68b25-117e-495b-b98c-924f80fc3501,2024-08-20T23:28:09,Summit Manufacturing,portal,setup,10,-0.981,False,False,need invoice copy,
86318468-46c9-4143-970b-1b1a259cc366,2024-05-24T20:42:38,CivicGrid Utilities,portal,billing,12,0.915,False,True,need invoice copy,
98deb2f0-cce8-4a48-9095-5bced5123642,2026-02-07T01:15:20,Northwind Health,phone,how_to,23,-0.901,False,True,contract question,
2d92e159-033e-409d-a4dc-31b1a3c7c031,2025-01-02T08:33:41,Cobalt Media,email,troubleshoot,13,-0.551,True,True,need invoice copy,
e2d1b17e-4eac-47cd-8c91-50f10b184b54,2025-02-15T22:31:08,Atlas Education,phone,escalation,19,0.957,False,True,cannot authenticate,
952f6a35-aae1-49ad-a287-f8d0168e9b9d,2024-12-04T17:28:45,BluePeak Retail,phone,billing,23,0.076,True,True,toner depleted,
20fd7243-9278-4c66-a819-1278d508de20,2024-10-15T08:43:44,Aster Financial,portal,billing,16,0.801,False,True,toner depleted,
f2434250-5c18-4266-9bf4-86cae2d53d34,2026-05-25T08:45:16,Summit Manufacturing,chat,troubleshoot,14,0.083,False,True,device shows fault code,
4d6e7268-7155-4c18-a2b3-9a26149b0b34,2025-03-24T14:02:03,Cobalt Media,portal,troubleshoot,21,-0.956,False,True,need invoice copy,
dc3f11db-1d4f-4f33-83a8-1ec86ac4011b,2025-11-26T14:39:50,Aster Financial,chat,escalation,23,0.392,False,True,need invoice copy,
d72c19bf-7c9f-48e1-9019-8b7fb8aa706a,2024-03-05T09:07:58,BluePeak Retail,chat,troubleshoot,13,-0.019,False,True,toner depleted,
da39d62e-8b63-4b68-b67a-1e0ea089dfa7,2025-10-10T17:45:01,BluePeak Retail,phone,how_to,23,0.513,False,True,need invoice copy,
67fd8ca0-4004-430d-8427-1a4fbc9c4ef4,2025-07-20T07:57:48,Summit Manufacturing,chat,how_to,24,-0.032,False,False,contract question,
a1fb8ff4-aa56-449d-b9de-164f28b47464,2024-05-27T19:26:54,Cobalt Media,email,setup,16,-0.175,False,False,need invoice copy,
569d95fa-53bd-43f7-9d90-bdf837050d04,2024-01-06T10:47:38,Vertex Legal,portal,billing,23,0.486,False,False,toner depleted,
3c7d9326-bfd5-4844-9b9d-a4c714c89c40,2025-12-04T03:19:09,Meridian Insurance,chat,how_to,11,-0.992,False,True,contract question,
3658d0dc-e032-4af0-82e1-d1bd81d9b1f9,2024-07-09T17:56:09,BluePeak Retail,email,billing,16,0.358,False,True,need invoice copy,
36b88daf-f33b-4ca4-b079-e033d13da182,2025-05-08T04:47:09,Helio Energy,phone,troubleshoot,23,0.016,False,True,need invoice copy,
a4e7c6ae-5f26-4ebe-b977-5e6cd5e843c3,2026-04-11T01:18:59,Helio Energy,phone,billing,9,-0.34,False,True,device shows fault code,
0bca6bac-647a-45f0-8f13-6b0eafcd0827,2025-08-06T03:16:15,Arbor Pharma,phone,setup,23,-0.541,False,False,toner depleted,
af9e1fe7-3887-4921-b544-9244604f3a33,2025-01-07T17:47:44,Northwind Health,chat,billing,12,0.26,False,True,device shows fault code,
0c1baf3b-07de-4ea2-bb1c-19037fdc2046,2026-01-10T21:06:09,Arbor Pharma,chat,troubleshoot,6,0.33,False,True,cannot authenticate,
