sku,product_name,category,unit_cost_usd,lead_time_days,supplier_risk,stock_on_hand,reorder_point,active,duplicate_marker
XRX-SKU-00887,Xerox C410,spare_part,16826.2,48,0.606,775,96,True,
XRX-SKU-00888,Xerox C410,device,17107.17,29,0.916,238,160,True,
XRX-SKU-00889,Transfer Belt 001R00613,spare_part,1988.27,54,0.06,361,105,True,
XRX-SKU-00890,Transfer Belt 001R00613,toner,14671.17,54,0.775,160,88,True,
XRX-SKU-00891,Transfer Belt 001R00613,toner,8236.04,53,0.274,609,195,True,
XRX-SKU-00892,Fuser 115R00138,device,13716.21,58,0.363,880,156,True,
XRX-SKU-00893,Xerox PrimeLink C9070,toner,6179.89,37,0.483,199,32,True,
XRX-SKU-00894,Transfer Belt 001R00613,software,16459.47,47,0.067,733,222,True,
XRX-SKU-00895,Transfer Belt 001R00613,toner,15408.57,40,0.885,361,259,True,
XRX-SKU-00896,Xerox AltaLink C8155,spare_part,12203.53,31,0.121,535,84,True,
XRX-SKU-00897,Xerox AltaLink C8155,spare_part,2654.72,6,0.032,786,154,True,
XRX-SKU-00898,Xerox C410,service,11284.24,10,0.483,353,219,True,
XRX-SKU-00899,Xerox AltaLink C8155,toner,12307.92,10,0.914,822,196,True,
XRX-SKU-00900,Xerox B315,toner,8579.2,42,0.897,11,197,True,
XRX-SKU-00901,Xerox C410,spare_part,13237.51,10,0.148,0,156,True,
XRX-SKU-00902,Xerox B315,software,16371.92,48,0.963,227,241,True,
XRX-SKU-00903,Fuser 115R00138,device,5331.97,5,0.644,820,167,True,
XRX-SKU-00904,Fuser 115R00138,service,1286.93,39,0.637,275,88,True,
XRX-SKU-00905,Xerox PrimeLink C9070,service,5329.54,54,0.198,199,156,True,
XRX-SKU-00906,Xerox B315,software,4329.48,34,0.319,686,248,True,
XRX-SKU-00907,Xerox AltaLink C8155,device,12059.95,48,0.917,67,29,True,
XRX-SKU-00908,Toner 006R04399,device,1943.58,30,0.574,420,101,True,
XRX-SKU-00909,Transfer Belt 001R00613,service,18377.28,42,0.691,715,242,True,
XRX-SKU-00910,Transfer Belt 001R00613,spare_part,14195.4,49,0.01,113,226,True,
XRX-SKU-00911,Transfer Belt 001R00613,device,4083.95,58,0.382,169,98,True,
XRX-SKU-00912,Xerox VersaLink B625,spare_part,1338.47,43,0.303,335,24,True,
XRX-SKU-00913,Xerox AltaLink C8155,device,2151.03,53,0.969,70,109,True,
XRX-SKU-00914,Xerox B315,toner,12975.93,2,0.629,433,151,True,
XRX-SKU-00915,Fuser 115R00138,software,10042.59,47,0.342,819,253,True,
XRX-SKU-00916,Xerox AltaLink C8155,service,688.86,13,0.861,698,124,True,
XRX-SKU-00917,Xerox VersaLink B625,toner,4672.32,29,0.822,38,25,True,
XRX-SKU-00918,Xerox C410,spare_part,4966.65,31,0.553,826,62,True,
XRX-SKU-00919,Xerox AltaLink C8155,device,8543.83,20,0.623,584,139,True,
XRX-SKU-00920,Xerox PrimeLink C9070,toner,16963.79,4,0.992,311,234,True,
XRX-SKU-00921,Transfer Belt 001R00613,toner,14082.46,25,0.255,828,190,True,
XRX-SKU-00922,Xerox B315,device,4125.74,50,0.732,837,101,True,
XRX-SKU-00923,Xerox VersaLink B625,software,6374.7,7,0.929,182,69,True,
XRX-SKU-00924,Xerox VersaLink B625,service,16948.21,23,0.11,50,83,True,
XRX-SKU-00925,Xerox C410,device,1227.91,37,0.632,623,170,True,
XRX-SKU-00926,Xerox VersaLink B625,spare_part,5555.59,39,0.461,383,164,True,
XRX-SKU-00927,Xerox B315,service,12668.12,56,0.504,274,248,False,
XRX-SKU-00928,Xerox AltaLink C8155,device,11367.39,34,0.925,487,229,True,
XRX-SKU-00929,Xerox B315,device,17185.29,55,0.233,203,192,True,
XRX-SKU-00930,Transfer Belt 001R00613,software,15180.03,30,0.814,112,91,True,
XRX-SKU-00931,Fuser 115R00138,software,11422.59,23,0.503,229,149,True,
XRX-SKU-00932,Xerox PrimeLink C9070,service,15564.98,43,0.331,159,246,True,
XRX-SKU-00933,Xerox VersaLink B625,service,16569.82,22,0.947,540,85,True,
XRX-SKU-00934,Transfer Belt 001R00613,software,4399.22,53,0.076,314,76,True,
XRX-SKU-00935,Fuser 115R00138,toner,5136.96,10,0.749,58,216,True,
XRX-SKU-00936,Xerox AltaLink C8155,software,1089.47,58,0.185,281,50,True,
XRX-SKU-00937,Xerox PrimeLink C9070,software,2647.65,60,0.485,720,110,True,
XRX-SKU-00938,Fuser 115R00138,toner,1780.83,37,0.061,887,34,True,
XRX-SKU-00939,Transfer Belt 001R00613,service,4480.26,39,0.61,667,51,True,
XRX-SKU-00940,Xerox AltaLink C8155,service,9965.58,23,0.067,706,205,True,
XRX-SKU-00941,Transfer Belt 001R00613,toner,4256.24,51,0.742,225,196,True,
XRX-SKU-00942,Toner 006R04399,service,17001.21,34,0.032,477,218,True,
XRX-SKU-00943,Xerox PrimeLink C9070,toner,15859.3,60,0.106,814,152,True,
XRX-SKU-00944,Xerox B315,spare_part,1179.67,44,0.694,1,245,True,
XRX-SKU-00945,Xerox C410,spare_part,9411.03,37,0.204,302,148,True,
XRX-SKU-00946,Xerox AltaLink C8155,spare_part,6228.07,57,0.706,223,154,True,
XRX-SKU-00947,Xerox AltaLink C8155,spare_part,4848.1,55,0.82,629,247,True,
XRX-SKU-00948,Xerox C410,service,4960.93,25,0.115,681,51,True,
XRX-SKU-00949,Xerox PrimeLink C9070,device,5694.34,44,0.385,724,136,True,
XRX-SKU-00950,Xerox PrimeLink C9070,software,12072.58,48,0.434,602,190,True,
XRX-SKU-00951,Toner 006R04399,spare_part,8141.68,23,0.8,253,49,True,
XRX-SKU-00952,Transfer Belt 001R00613,software,2066.5,22,0.695,791,62,True,
XRX-SKU-00953,Xerox PrimeLink C9070,software,8763.2,17,0.804,694,39,True,
XRX-SKU-00954,Xerox VersaLink B625,spare_part,1060.4,60,0.132,21,245,True,
XRX-SKU-00955,Toner 006R04399,software,14918.57,25,0.834,246,188,True,
XRX-SKU-00956,Fuser 115R00138,software,15594.88,55,0.949,384,104,True,
XRX-SKU-00957,Toner 006R04399,device,8289.29,21,0.009,324,123,True,
XRX-SKU-00958,Toner 006R04399,service,5194.9,39,0.642,463,137,True,
XRX-SKU-00959,Xerox B315,service,6350.89,31,0.339,84,104,True,
XRX-SKU-00960,Xerox AltaLink C8155,toner,7559.5,18,0.124,606,58,True,
XRX-SKU-00961,Transfer Belt 001R00613,software,16264.69,5,0.066,849,230,True,
XRX-SKU-00962,Xerox VersaLink B625,toner,1219.31,25,0.246,893,133,True,
XRX-SKU-00963,Xerox VersaLink B625,device,7291.77,50,0.254,479,117,True,
XRX-SKU-00964,Toner 006R04399,service,4952.98,2,0.356,818,169,True,
XRX-SKU-00965,Xerox PrimeLink C9070,service,1945.61,30,0.153,404,42,True,
XRX-SKU-00966,Xerox PrimeLink C9070,spare_part,3721.76,47,0.073,637,42,True,
XRX-SKU-00967,Xerox VersaLink B625,toner,1291.47,33,0.881,350,159,False,
XRX-SKU-00968,Transfer Belt 001R00613,software,5916.97,1,0.639,761,178,True,
XRX-SKU-00969,Xerox VersaLink B625,spare_part,10810.08,13,0.383,519,244,True,
XRX-SKU-00970,Fuser 115R00138,service,5974.54,15,0.762,175,254,True,
XRX-SKU-00971,Xerox PrimeLink C9070,device,14962.51,46,0.187,255,29,True,
XRX-SKU-00972,Fuser 115R00138,device,5921.95,5,0.363,223,121,False,
XRX-SKU-00973,Xerox C410,service,5517.36,20,0.728,459,216,True,
XRX-SKU-00974,Transfer Belt 001R00613,device,14826.29,32,0.555,335,109,True,
XRX-SKU-00975,Fuser 115R00138,toner,16629.44,48,0.951,464,170,True,
XRX-SKU-00976,Xerox VersaLink B625,device,12382.23,36,0.547,874,148,True,
XRX-SKU-00977,Transfer Belt 001R00613,device,14186.74,33,0.565,73,137,True,
XRX-SKU-00978,Xerox AltaLink C8155,software,4993.57,29,0.576,473,184,True,
XRX-SKU-00979,Xerox VersaLink B625,spare_part,18656.37,2,0.783,755,199,True,
XRX-SKU-00980,Transfer Belt 001R00613,device,9968.35,34,0.281,135,61,True,
XRX-SKU-00981,Toner 006R04399,service,7238.82,52,0.444,784,82,True,
XRX-SKU-00982,Transfer Belt 001R00613,spare_part,3272.25,45,0.594,400,249,True,
XRX-SKU-00983,Xerox C410,service,18308.72,32,0.581,459,49,True,
XRX-SKU-00984,Fuser 115R00138,toner,11965.86,32,0.3,368,49,True,
XRX-SKU-00985,Xerox AltaLink C8155,toner,986.91,12,0.86,536,51,True,
XRX-SKU-00986,Xerox PrimeLink C9070,service,6151.56,38,0.725,579,158,True,
XRX-SKU-00987,Toner 006R04399,toner,796.61,42,0.862,726,249,True,
XRX-SKU-00988,Xerox PrimeLink C9070,software,4625.79,58,0.113,818,227,True,
XRX-SKU-00989,Fuser 115R00138,device,3196.35,6,0.574,709,152,True,
XRX-SKU-00990,Xerox B315,software,2419.07,45,0.655,250,128,True,
XRX-SKU-00991,Xerox AltaLink C8155,spare_part,18138.39,13,0.683,646,76,False,
XRX-SKU-00992,Xerox C410,device,18571.13,12,0.104,764,66,True,
XRX-SKU-00993,Toner 006R04399,spare_part,14371.42,50,0.273,44,260,True,
XRX-SKU-00994,Xerox AltaLink C8155,service,4113.13,11,0.429,651,203,True,
XRX-SKU-00995,Toner 006R04399,toner,13556.4,38,0.977,628,85,True,
XRX-SKU-00996,Xerox VersaLink B625,device,13121.9,52,0.979,196,17,True,
XRX-SKU-00997,Toner 006R04399,toner,9833.64,23,0.726,345,204,True,
XRX-SKU-00998,Transfer Belt 001R00613,device,6716.6,5,0.581,88,70,True,
XRX-SKU-00999,Xerox AltaLink C8155,service,14402.72,10,0.405,581,98,True,
XRX-SKU-01000,Fuser 115R00138,spare_part,8836.33,8,0.03,790,19,True,
XRX-SKU-01001,Xerox PrimeLink C9070,spare_part,12555.98,24,0.734,635,133,True,
XRX-SKU-01002,Xerox PrimeLink C9070,software,15554.5,39,0.804,725,199,True,
XRX-SKU-01003,Toner 006R04399,device,14668.94,27,0.306,896,159,True,
XRX-SKU-01004,Fuser 115R00138,software,5470.28,15,0.883,290,88,True,
XRX-SKU-01005,Xerox C410,device,6430.21,22,0.592,620,237,True,
XRX-SKU-01006,Xerox AltaLink C8155,device,739.02,24,0.329,506,233,True,
XRX-SKU-01007,Xerox B315,software,12890.75,6,0.166,611,115,True,
XRX-SKU-01008,Xerox C410,spare_part,4600.31,3,0.56,240,167,True,
XRX-SKU-01009,Toner 006R04399,device,12325.21,52,0.552,154,28,False,
XRX-SKU-01010,Xerox B315,software,15642.09,45,0.419,199,205,True,
XRX-SKU-01011,Transfer Belt 001R00613,toner,669.46,33,0.359,141,251,True,
XRX-SKU-01012,Xerox AltaLink C8155,software,18570.1,11,0.205,395,17,True,
XRX-SKU-01013,Xerox AltaLink C8155,service,11340.24,53,0.443,343,19,True,
XRX-SKU-01014,Xerox B315,spare_part,11075.42,35,0.127,518,62,True,
XRX-SKU-01015,Fuser 115R00138,device,6183.85,27,0.137,350,240,True,
XRX-SKU-01016,Fuser 115R00138,spare_part,5115.31,51,0.061,683,140,True,
XRX-SKU-01017,Toner 006R04399,service,5816.68,29,0.684,521,49,True,
XRX-SKU-01018,Xerox AltaLink C8155,software,3271.5,43,0.879,858,99,True,
XRX-SKU-01019,Xerox B315,toner,8694.16,4,0.305,571,256,True,
XRX-SKU-01020,Fuser 115R00138,service,6096.65,41,0.718,595,206,True,
XRX-SKU-01021,Xerox B315,service,7179.85,29,0.451,543,111,False,
XRX-SKU-01022,Toner 006R04399,device,15906.01,12,0.498,681,173,True,
XRX-SKU-01023,Xerox B315,software,12298.34,53,0.256,659,78,True,
XRX-SKU-01024,Fuser 115R00138,device,14516.3,42,0.603,620,246,True,
XRX-SKU-01025,Xerox VersaLink B625,toner,13969.06,36,0.895,605,189,True,
XRX-SKU-01026,Xerox VersaLink B625,software,1815.51,16,0.4,563,140,True,
XRX-SKU-01027,Xerox AltaLink C8155,software,17910.28,46,0.128,786,62,True,
XRX-SKU-01028,Xerox C410,service,11978.98,54,0.504,634,47,True,
XRX-SKU-01029,Fuser 115R00138,toner,3016.65,48,0.948,602,42,True,
XRX-SKU-01030,Transfer Belt 001R00613,service,18460.4,12,0.999,357,209,True,
XRX-SKU-01031,Xerox VersaLink B625,device,16566.44,54,0.427,399,59,True,
XRX-SKU-01032,Xerox AltaLink C8155,service,13351.78,5,0.138,886,225,True,
XRX-SKU-01033,Xerox AltaLink C8155,device,9201.42,22,0.402,248,191,True,
XRX-SKU-01034,Xerox AltaLink C8155,device,637.1,29,0.365,529,115,False,
XRX-SKU-01035,Fuser 115R00138,toner,2702.15,15,0.968,188,192,True,
XRX-SKU-01036,Fuser 115R00138,device,11564.4,51,0.966,627,251,True,
XRX-SKU-01037,Xerox B315,spare_part,15909.62,12,0.319,62,134,True,
XRX-SKU-01038,Xerox VersaLink B625,service,1270.94,14,0.253,718,164,True,
XRX-SKU-01039,Toner 006R04399,device,790.81,38,0.136,340,251,True,
XRX-SKU-01040,Xerox B315,spare_part,6272.81,26,0.489,861,249,True,
XRX-SKU-01041,Xerox B315,software,8321.65,53,0.813,828,36,True,
XRX-SKU-01042,Xerox C410,software,8243.19,18,0.515,595,213,True,
XRX-SKU-01043,Xerox B315,service,4095.45,17,0.363,91,209,True,
XRX-SKU-01044,Xerox B315,service,18794.4,45,0.661,311,245,True,
XRX-SKU-01045,Fuser 115R00138,service,9797.54,6,0.494,136,93,True,
XRX-SKU-01046,Xerox B315,device,14273.95,42,0.59,327,206,True,
XRX-SKU-01047,Xerox B315,toner,4711.78,19,0.655,219,98,True,
XRX-SKU-01048,Xerox VersaLink B625,service,2124.25,48,0.202,38,115,True,
XRX-SKU-01049,Xerox C410,spare_part,10908.06,32,0.812,4,123,True,
XRX-SKU-01050,Xerox C410,software,18743.45,14,0.702,174,33,True,
XRX-SKU-01051,Xerox VersaLink B625,toner,3091.08,7,0.621,45,27,True,
XRX-SKU-01052,Toner 006R04399,software,6673.16,21,0.768,883,115,True,
XRX-SKU-01053,Xerox PrimeLink C9070,spare_part,18669.83,8,0.476,142,99,True,
XRX-SKU-01054,Xerox VersaLink B625,service,18277.13,43,0.093,15,58,True,
XRX-SKU-01055,Transfer Belt 001R00613,toner,5679.67,51,0.288,524,197,True,
XRX-SKU-01056,Xerox C410,toner,14491.98,13,0.77,684,48,True,
XRX-SKU-01057,Xerox VersaLink B625,device,803.43,26,0.119,661,48,True,
XRX-SKU-01058,Transfer Belt 001R00613,toner,14957.51,25,0.514,730,88,True,
XRX-SKU-01059,Xerox C410,spare_part,3979.1,14,0.192,869,246,True,
XRX-SKU-01060,Xerox C410,spare_part,6826.0,31,0.122,120,129,False,
XRX-SKU-01061,Xerox VersaLink B625,toner,15621.66,56,0.393,125,237,True,
XRX-SKU-01062,Fuser 115R00138,device,10739.56,7,0.684,894,66,True,
XRX-SKU-01063,Fuser 115R00138,spare_part,11538.08,42,0.017,423,82,True,
XRX-SKU-01064,Xerox AltaLink C8155,device,9875.88,59,0.447,319,146,True,
XRX-SKU-01065,Xerox B315,software,13332.03,15,0.422,815,60,True,
XRX-SKU-01066,Xerox C410,spare_part,3527.53,51,0.679,419,51,True,
XRX-SKU-01067,Xerox VersaLink B625,toner,1521.97,26,0.932,483,178,True,
XRX-SKU-01068,Xerox AltaLink C8155,software,12037.83,40,0.137,517,158,True,
XRX-SKU-01069,Xerox C410,software,14574.7,53,0.798,358,161,True,
XRX-SKU-01070,Toner 006R04399,spare_part,1465.79,57,0.989,59,87,True,
XRX-SKU-01071,Xerox AltaLink C8155,software,18776.36,11,0.815,615,140,True,
XRX-SKU-01072,Toner 006R04399,toner,9846.63,35,0.556,199,103,True,
XRX-SKU-01073,Fuser 115R00138,toner,1178.5,41,0.015,127,154,True,
XRX-SKU-01074,Transfer Belt 001R00613,toner,9112.63,14,0.559,544,222,True,
XRX-SKU-01075,Xerox AltaLink C8155,service,2840.44,19,0.595,49,203,True,
XRX-SKU-01076,Xerox PrimeLink C9070,software,13822.62,1,0.553,466,40,False,
XRX-SKU-01077,Xerox VersaLink B625,toner,8075.68,2,0.608,294,82,True,
XRX-SKU-01078,Xerox PrimeLink C9070,toner,2718.39,32,0.824,779,231,True,
XRX-SKU-01079,Fuser 115R00138,spare_part,18297.46,37,0.936,489,21,True,
XRX-SKU-01080,Xerox C410,spare_part,8458.21,40,0.469,516,256,True,
XRX-SKU-01081,Xerox PrimeLink C9070,service,14314.42,15,0.813,24,71,True,
XRX-SKU-01082,Xerox VersaLink B625,device,1482.4,50,0.373,776,168,True,
XRX-SKU-01083,Xerox B315,service,15206.54,7,0.371,356,27,True,
XRX-SKU-01084,Xerox C410,spare_part,7226.37,57,0.423,98,156,True,
XRX-SKU-01085,Xerox PrimeLink C9070,toner,11648.95,49,0.914,196,224,True,
XRX-SKU-01086,Transfer Belt 001R00613,device,8750.74,36,0.319,576,36,True,
XRX-SKU-01087,Transfer Belt 001R00613,service,9395.27,46,0.882,512,134,False,
XRX-SKU-01088,Xerox PrimeLink C9070,device,3955.68,13,0.391,431,110,True,
XRX-SKU-01089,Transfer Belt 001R00613,spare_part,6390.44,19,0.964,489,85,False,
XRX-SKU-01090,Fuser 115R00138,spare_part,17110.68,27,0.973,199,156,True,
XRX-SKU-01091,Xerox AltaLink C8155,toner,15937.29,42,0.778,317,172,True,
XRX-SKU-01092,Toner 006R04399,device,16083.99,58,0.249,810,102,True,
XRX-SKU-01093,Fuser 115R00138,software,8802.48,9,0.578,23,29,True,
XRX-SKU-01094,Xerox PrimeLink C9070,toner,17298.96,54,0.668,300,140,True,
XRX-SKU-01095,Transfer Belt 001R00613,device,11558.44,26,0.383,754,178,True,
XRX-SKU-01096,Xerox VersaLink B625,toner,13736.67,12,0.93,841,259,True,
XRX-SKU-01097,Transfer Belt 001R00613,device,17215.72,40,0.232,108,129,True,
XRX-SKU-01098,Toner 006R04399,toner,15937.27,38,0.438,31,160,True,
XRX-SKU-01099,Toner 006R04399,software,18594.27,29,0.78,1,99,True,
XRX-SKU-01100,Xerox AltaLink C8155,service,10453.97,27,0.404,252,165,False,
XRX-SKU-01101,Xerox VersaLink B625,toner,13183.06,6,0.275,256,231,True,
XRX-SKU-01102,Transfer Belt 001R00613,device,15096.57,38,0.716,503,131,True,
XRX-SKU-01103,Xerox PrimeLink C9070,spare_part,17245.92,29,0.644,595,17,True,
XRX-SKU-01104,Toner 006R04399,software,17468.19,36,0.945,124,125,False,
XRX-SKU-01105,Toner 006R04399,toner,904.18,24,0.379,36,69,True,
XRX-SKU-01106,Xerox C410,software,11029.02,32,0.311,107,134,True,
XRX-SKU-01107,Transfer Belt 001R00613,service,12898.87,6,0.426,280,137,True,
XRX-SKU-01108,Fuser 115R00138,toner,1232.06,12,0.933,501,168,True,
XRX-SKU-01109,Toner 006R04399,toner,1106.94,3,0.023,632,164,True,
XRX-SKU-01110,Xerox AltaLink C8155,service,2299.87,41,0.735,280,247,True,
XRX-SKU-01111,Xerox B315,toner,17940.22,30,0.815,522,44,False,
XRX-SKU-01112,Toner 006R04399,spare_part,6986.64,48,0.434,239,102,False,
XRX-SKU-01113,Fuser 115R00138,device,10013.4,49,0.169,702,257,True,
XRX-SKU-01114,Xerox AltaLink C8155,service,9832.39,24,0.118,761,17,True,
XRX-SKU-01115,Transfer Belt 001R00613,device,2030.05,50,0.276,39,248,True,
XRX-SKU-01116,Xerox PrimeLink C9070,spare_part,12983.25,19,0.539,466,73,True,
XRX-SKU-01117,Toner 006R04399,device,8702.31,3,0.139,732,223,True,
XRX-SKU-01118,Transfer Belt 001R00613,service,14199.41,36,0.022,824,255,True,
XRX-SKU-01119,Xerox B315,toner,6966.89,20,0.939,467,239,True,
XRX-SKU-01120,Xerox VersaLink B625,device,10442.43,22,0.2,627,19,True,
XRX-SKU-01121,Xerox PrimeLink C9070,software,10157.05,22,0.078,206,255,True,
XRX-SKU-01122,Toner 006R04399,service,14004.88,19,0.555,341,157,True,
XRX-SKU-01123,Fuser 115R00138,device,3416.41,40,0.861,136,243,True,
XRX-SKU-01124,Transfer Belt 001R00613,toner,2918.82,33,0.241,434,218,True,
XRX-SKU-01125,Xerox VersaLink B625,spare_part,15096.93,41,0.289,460,31,True,
XRX-SKU-01126,Xerox AltaLink C8155,device,6002.71,52,0.178,608,72,True,
XRX-SKU-01127,Xerox PrimeLink C9070,device,8860.41,19,0.314,346,145,True,
XRX-SKU-01128,Xerox PrimeLink C9070,service,42.51,12,0.029,332,248,True,
XRX-SKU-01129,Fuser 115R00138,toner,7862.81,51,0.371,666,216,True,
XRX-SKU-01130,Xerox VersaLink B625,spare_part,13930.45,52,0.368,119,100,True,
XRX-SKU-01131,Toner 006R04399,spare_part,5955.19,41,0.644,136,239,True,
XRX-SKU-01132,Xerox B315,service,11855.23,40,0.446,220,227,True,
XRX-SKU-01133,Xerox AltaLink C8155,device,15282.86,26,0.802,356,75,True,
XRX-SKU-01134,Fuser 115R00138,spare_part,12889.94,4,0.631,724,165,True,
XRX-SKU-01135,Transfer Belt 001R00613,toner,14680.72,1,0.73,477,205,True,
XRX-SKU-01136,Toner 006R04399,service,708.58,34,0.902,601,58,True,
XRX-SKU-01137,Xerox C410,software,6765.04,58,0.513,302,151,True,
XRX-SKU-01138,Xerox PrimeLink C9070,toner,5472.26,58,0.376,268,191,True,
XRX-SKU-01139,Transfer Belt 001R00613,toner,8506.34,16,0.444,219,83,True,
XRX-SKU-01140,Xerox B315,toner,13188.68,39,0.817,607,255,True,
XRX-SKU-01141,Transfer Belt 001R00613,software,4267.27,36,0.617,253,253,True,
XRX-SKU-01142,Toner 006R04399,service,13570.27,37,0.4,565,219,True,
XRX-SKU-01143,Transfer Belt 001R00613,spare_part,11053.64,23,0.201,543,167,False,
XRX-SKU-01144,Transfer Belt 001R00613,toner,17149.04,28,0.563,336,222,True,
XRX-SKU-01145,Xerox B315,toner,5094.94,34,0.369,61,241,True,
XRX-SKU-01146,Xerox PrimeLink C9070,spare_part,2178.98,49,0.601,748,89,True,
XRX-SKU-01147,Xerox VersaLink B625,service,4618.85,18,0.385,780,124,True,
XRX-SKU-01148,Fuser 115R00138,software,6999.1,53,0.645,759,63,True,
XRX-SKU-01149,Xerox PrimeLink C9070,spare_part,8085.9,21,0.741,619,185,True,
XRX-SKU-01150,Transfer Belt 001R00613,service,11531.63,18,0.397,731,88,True,
XRX-SKU-01151,Xerox AltaLink C8155,device,16617.0,54,0.213,188,170,True,
XRX-SKU-01152,Xerox AltaLink C8155,toner,10633.12,35,0.825,761,125,True,
XRX-SKU-01153,Xerox C410,spare_part,3512.38,55,0.879,661,125,True,
XRX-SKU-01154,Xerox VersaLink B625,service,8502.75,29,0.716,694,45,True,
XRX-SKU-01155,Transfer Belt 001R00613,toner,1220.18,58,0.366,165,37,True,
XRX-SKU-01156,Transfer Belt 001R00613,spare_part,16672.08,17,0.83,351,98,True,
XRX-SKU-01157,Xerox VersaLink B625,service,9938.85,32,0.672,508,18,True,
XRX-SKU-01158,Xerox B315,software,7227.27,46,0.581,297,216,True,
XRX-SKU-01159,Xerox B315,spare_part,8200.29,36,0.837,9,232,True,
XRX-SKU-01160,Xerox B315,service,10669.89,35,0.692,19,85,True,
XRX-SKU-01161,Xerox C410,spare_part,2656.78,7,0.218,118,51,True,
XRX-SKU-01162,Xerox B315,device,12850.78,2,0.749,541,57,True,
XRX-SKU-01163,Xerox C410,service,6943.8,24,0.57,388,155,True,
XRX-SKU-01164,Xerox VersaLink B625,software,4090.86,19,0.644,845,58,True,
XRX-SKU-01165,Xerox C410,device,1050.64,15,0.288,418,185,True,
XRX-SKU-01166,Toner 006R04399,software,14004.45,53,0.226,551,170,True,
XRX-SKU-01167,Xerox B315,spare_part,2411.12,34,0.996,388,145,True,
XRX-SKU-01168,Xerox AltaLink C8155,service,11933.25,55,0.571,323,133,True,
XRX-SKU-01169,Transfer Belt 001R00613,toner,14386.92,40,0.046,491,62,True,
XRX-SKU-01170,Xerox C410,toner,10847.68,24,0.35,632,114,True,
XRX-SKU-01171,Xerox B315,device,14558.48,17,0.62,76,108,True,
XRX-SKU-01172,Xerox AltaLink C8155,spare_part,17496.37,16,0.818,718,164,True,
XRX-SKU-01173,Xerox VersaLink B625,device,8799.51,44,0.642,535,189,True,
XRX-SKU-01174,Xerox B315,software,2591.72,44,0.38,401,41,True,
XRX-SKU-01175,Fuser 115R00138,service,16528.6,60,0.69,749,248,True,
XRX-SKU-01176,Xerox VersaLink B625,device,8115.25,1,0.1,469,237,True,
XRX-SKU-01177,Xerox VersaLink B625,toner,18718.73,9,0.774,551,190,True,
XRX-SKU-01178,Xerox C410,spare_part,8908.86,52,0.426,727,229,True,
XRX-SKU-01179,Xerox C410,spare_part,10357.67,37,0.778,857,248,True,
XRX-SKU-01180,Xerox VersaLink B625,device,12377.4,38,0.797,593,246,True,
XRX-SKU-01181,Xerox B315,spare_part,5417.74,44,0.476,563,74,True,
XRX-SKU-01182,Xerox C410,software,7569.79,19,0.436,464,182,True,
XRX-SKU-01183,Xerox VersaLink B625,service,7803.69,11,0.055,870,86,True,
XRX-SKU-01184,Fuser 115R00138,software,14994.32,21,0.994,263,82,True,
XRX-SKU-01185,Transfer Belt 001R00613,service,14655.27,47,0.346,5,187,True,
XRX-SKU-01186,Xerox AltaLink C8155,software,17679.04,31,0.675,797,197,True,
XRX-SKU-01187,Transfer Belt 001R00613,spare_part,3674.08,55,0.532,314,21,True,
XRX-SKU-01188,Fuser 115R00138,service,7646.8,33,0.053,816,25,True,
XRX-SKU-01189,Transfer Belt 001R00613,device,4208.17,48,0.478,343,58,True,
XRX-SKU-01190,Transfer Belt 001R00613,software,5582.25,23,0.152,829,259,True,
XRX-SKU-01191,Xerox AltaLink C8155,spare_part,12633.26,21,0.355,49,11,False,
XRX-SKU-01192,Transfer Belt 001R00613,toner,13894.51,11,0.117,395,165,True,
XRX-SKU-01193,Toner 006R04399,spare_part,10693.57,40,0.837,641,93,True,
XRX-SKU-01194,Xerox PrimeLink C9070,software,2435.45,48,0.119,846,137,True,
XRX-SKU-01195,Xerox C410,toner,5220.18,29,0.043,139,213,True,
XRX-SKU-01196,Xerox VersaLink B625,device,3651.92,34,0.098,834,134,True,
XRX-SKU-01197,Toner 006R04399,spare_part,729.66,25,0.45,876,16,True,
XRX-SKU-01198,Toner 006R04399,toner,12392.66,33,0.164,188,46,False,
XRX-SKU-01199,Xerox B315,service,2961.3,6,0.831,832,102,True,
XRX-SKU-01200,Xerox AltaLink C8155,service,6705.73,17,0.768,102,188,True,
XRX-SKU-01201,Fuser 115R00138,spare_part,14245.85,31,0.568,464,258,True,
XRX-SKU-01202,Xerox PrimeLink C9070,toner,4188.79,27,0.591,8,169,True,
XRX-SKU-01203,Xerox PrimeLink C9070,device,15383.34,28,0.486,684,165,True,
XRX-SKU-01204,Xerox AltaLink C8155,toner,13308.69,47,0.98,306,19,True,
XRX-SKU-01205,Fuser 115R00138,toner,17853.64,60,0.878,268,118,True,
XRX-SKU-01206,Xerox B315,toner,6544.38,38,0.954,812,92,True,
XRX-SKU-01207,Fuser 115R00138,spare_part,6211.19,54,0.235,439,41,True,
XRX-SKU-01208,Toner 006R04399,service,11829.64,12,0.92,219,91,True,
XRX-SKU-01209,Xerox VersaLink B625,spare_part,16125.63,9,0.311,323,118,True,
XRX-SKU-01210,Xerox AltaLink C8155,spare_part,16456.13,47,0.17,457,86,True,
XRX-SKU-01211,Toner 006R04399,device,10912.21,26,0.535,722,254,True,
XRX-SKU-01212,Xerox AltaLink C8155,spare_part,14638.14,52,0.63,677,230,True,
XRX-SKU-01213,Fuser 115R00138,spare_part,14969.07,3,0.186,873,180,True,
