customer_id,customer,industry,region,fleet_size,annual_contract_value,ticket_count_90d,usage_trend,support_sentiment,contract_age_months,churn_probability,duplicate_marker
f4e152a5-4756-4388-992f-dc5b96cf9968,Aster Financial,finance,US-West,334,1694535.35,34,0.525,0.759,64,0.198,
9381cfe4-a85e-40fc-a268-c58d0a25b412,Helio Energy,healthcare,LATAM,1687,1496852.82,39,-0.398,0.004,37,0.039,
9f34f78e-ad69-418f-be9c-b066f835f2a5,BluePeak Retail,finance,US-East,1615,233824.77,110,0.107,0.613,21,0.205,
ded51d61-b60e-450c-840d-607eddb1c50d,CivicGrid Utilities,retail,EU-Central,1433,3097616.53,16,0.161,0.875,62,0.294,
7bfed59b-2e81-46cb-ada8-1493bbd32349,Aster Financial,public_sector,APAC-South,1697,4002960.33,12,-0.248,0.123,68,0.217,
1e34ae26-bcf6-4e11-9a1e-4fb271a84636,Arbor Pharma,public_sector,EU-Central,341,2283240.56,110,-0.358,0.724,47,0.14,
fc6cd178-ce4c-409b-ab46-4bf9e6358ee4,Meridian Insurance,manufacturing,APAC-South,235,1131699.43,30,-0.287,-0.779,70,0.011,
7da8bc31-8b47-4f92-a4f9-caa9875fe381,Pioneer Logistics,legal,EU-Central,1533,108304.56,41,0.395,0.741,13,0.059,
69bd4d46-24f9-4fd6-a19a-73845444d5cb,Helio Energy,finance,US-West,1344,488890.16,38,-0.029,0.489,19,0.053,
e2387889-bea9-4b49-b1ba-7a2fddfc8a2a,Aster Financial,finance,US-West,399,2787864.34,132,0.267,-0.294,49,0.086,
514adc04-c0c4-42da-97b7-c73d799a3bfc,Pioneer Logistics,finance,US-East,129,820160.83,99,0.263,-0.832,72,0.124,
c64c5e1b-ab33-4250-bad0-af21bd4bcb45,Pioneer Logistics,healthcare,US-East,144,3062938.22,9,-0.249,-0.811,46,0.095,
5110cd04-5552-49ef-a259-f1aef3c7c399,Arbor Pharma,retail,LATAM,1013,1207211.19,57,-0.416,0.411,17,0.121,
ea553187-24f5-4b1a-b78a-ee5bfb2ff511,Northwind Health,finance,US-West,278,2129091.2,48,0.496,-0.109,33,0.157,
5772ce7a-bdb5-4f0e-afda-3b8f70bf35bf,Helio Energy,retail,US-East,856,1517075.5,34,-0.318,-0.322,60,0.142,
441a392b-7dd3-4980-b4de-814f0c3178d2,BluePeak Retail,public_sector,EU-Central,1184,4121695.41,109,-0.101,0.803,1,0.377,
c982971a-9fc3-4558-82ae-aef4bcf51f8e,Northwind Health,manufacturing,EU-Central,1337,3730055.38,56,0.464,-0.676,27,0.223,
3215f5b8-6a26-4e8e-9718-b3e103026441,Northwind Health,healthcare,EU-Central,762,3871744.21,38,-0.314,0.319,28,0.178,
4a81f1cb-0df6-4360-9ba4-6ebdd2c9d98e,Meridian Insurance,manufacturing,US-West,1039,1292328.66,65,0.089,-0.841,4,0.264,
d3d953ca-9993-42d6-8dee-a169abe9f143,Helio Energy,healthcare,US-West,1107,4625017.7,139,-0.361,0.219,19,0.222,
c965f7f7-26d2-467a-be13-ccc421fcd1de,Helio Energy,healthcare,US-East,44,729184.61,103,0.384,0.822,23,0.372,
56d6b9aa-2055-4529-a1be-0529b7aee0fd,CivicGrid Utilities,public_sector,US-West,867,508650.25,23,0.153,0.005,67,0.196,
db4cce58-f384-4295-a815-12050827eaad,Aster Financial,legal,US-West,640,3764267.39,40,-0.274,0.22,51,0.176,
81a9a17b-0607-4761-aa7c-b9b862e8618a,Cobalt Media,finance,APAC-South,1571,2796011.63,44,0.288,-0.407,52,0.31,
8dd6ca6d-d93d-44dc-a84e-cbd9cdf31b9b,Vertex Legal,manufacturing,US-West,1004,1214173.73,48,0.394,0.033,12,0.119,
4a1f71d5-6742-4845-9eee-e3e2a325f51c,Summit Manufacturing,manufacturing,US-East,1586,3597309.42,133,-0.037,0.328,46,0.038,
57fbe594-5212-4d59-98cb-399d83f099a6,BluePeak Retail,manufacturing,US-East,1626,3424494.91,102,-0.258,-0.811,15,0.106,
2e43b50c-de70-4ef7-8d48-f346cb21b394,Summit Manufacturing,public_sector,LATAM,1792,2015551.17,7,0.203,-0.128,8,0.31,
44596d2a-f7cc-4db2-86d4-825b9916dc50,BluePeak Retail,healthcare,US-East,919,4471450.48,12,-0.081,0.18,11,0.113,
862eea65-ef32-4fc2-90a0-35bd691ee160,Northwind Health,retail,APAC-South,1677,3097524.24,70,0.517,0.178,3,0.006,
8aec23aa-3e1b-4c4f-9b5e-36818ae7054a,Aster Financial,legal,US-West,502,3963410.95,24,-0.363,-0.769,5,0.286,
db8179d8-dfb0-4091-b6ed-8ae64d3d5fb9,Helio Energy,legal,LATAM,972,4271039.79,33,0.607,0.456,1,0.249,
41e6369d-9c64-4826-a956-841922d68242,Arbor Pharma,public_sector,US-West,1189,4975273.22,31,0.114,-0.188,51,0.08,
46cc55c8-dbef-4e28-9a04-4c6ef33b38e6,Northwind Health,manufacturing,US-West,414,1805279.06,82,-0.271,0.486,9,0.319,
7d1fee9b-c1fc-4796-8793-107338c9917b,CivicGrid Utilities,legal,EU-Central,592,1573614.18,19,-0.107,0.168,59,0.069,
f9cd87f7-5ba9-482b-96b6-1ad5f8e41af1,Aster Financial,manufacturing,LATAM,449,3496964.11,110,0.54,0.604,67,0.249,
f6f57394-8cf1-4999-b323-fe9cec5b1ac6,CivicGrid Utilities,legal,US-East,710,4530289.95,101,-0.431,-0.348,48,0.28,
de134c27-ea6e-4f49-aa2e-8fa48aeefe45,CivicGrid Utilities,retail,EU-Central,787,1514843.34,109,0.149,-0.656,4,0.359,
8515b939-1830-4bd1-a576-a6e2008cf99c,Meridian Insurance,manufacturing,EU-Central,139,1739464.58,5,-0.04,0.488,48,0.178,
14d6d797-a1c5-41f4-89b4-f212ac60461b,Meridian Insurance,finance,US-East,1454,5309647.4,64,-0.04,-0.574,64,0.349,
56121844-03a9-4138-a409-25e30f895cb4,Arbor Pharma,healthcare,EU-Central,1107,814718.52,26,-0.001,-0.598,24,0.131,
68f245e0-947f-418f-9a03-b1e3bd10a879,CivicGrid Utilities,manufacturing,LATAM,1204,2256704.82,53,0.341,-0.135,67,0.031,
191a420c-3fc9-4a6b-a0bf-b6fa3747c971,Meridian Insurance,legal,US-West,1548,718088.03,38,0.38,0.348,49,0.061,
664838fd-af9b-46b5-bdb4-6399f4689b97,Pioneer Logistics,retail,EU-Central,1507,4928250.34,19,0.537,-0.571,21,0.08,
7baf7ded-646c-4ed0-829d-39c933b0a153,Arbor Pharma,healthcare,US-East,1353,2725124.12,41,-0.392,-0.716,39,0.344,
669bcc1d-e74e-46f0-9cf7-92b5e4f3ce74,Atlas Education,finance,US-East,1602,2506570.79,30,0.219,-0.65,18,0.112,
936c6413-ea1d-4089-b15f-c906ae8545fb,Cobalt Media,legal,EU-Central,1269,1345424.52,73,0.211,0.555,2,0.173,
3ff148e5-a319-4f65-97fa-548259855bdf,BluePeak Retail,finance,US-East,79,3918079.77,112,-0.387,0.768,21,0.266,
4182e172-eb28-4f63-9f1c-2022763f6d70,Helio Energy,retail,US-East,1101,3517158.27,99,-0.224,-0.431,45,0.293,
696af20c-fc0e-4f35-a957-17365b7d5c24,Cobalt Media,finance,US-East,1640,910854.89,100,0.463,0.757,27,0.293,
dde87482-41d3-430f-a584-1a2e3a35e675,Pioneer Logistics,finance,LATAM,226,1416877.7,70,-0.317,0.365,41,0.037,
eaa0cc11-309e-4f02-b93c-62748ebe4c5d,Atlas Education,healthcare,US-West,497,65457.32,140,-0.416,-0.513,13,0.062,
26051c84-d1c6-46f5-b9f3-87facc7829a9,Cobalt Media,manufacturing,US-East,1570,1272306.9,59,0.491,0.341,68,0.126,
f7d9e336-6d2a-40da-b1bd-020be13d52e0,Vertex Legal,retail,US-West,730,3523680.91,60,0.518,-0.745,29,0.161,
4c2f19b0-0d8a-41bb-870b-97b1d93356a1,Meridian Insurance,retail,EU-Central,1784,803368.22,93,-0.293,-0.106,15,0.187,
f31b973f-f7ac-434e-ab18-415ebb3f3e1b,Arbor Pharma,manufacturing,LATAM,490,2970418.56,95,-0.384,-0.618,70,0.127,
2c8d691e-8a57-49b4-b51a-abb864ac21dc,Helio Energy,retail,EU-Central,1243,3325884.05,92,-0.099,-0.108,23,0.011,
245c29dc-f55d-4588-94d1-df67dc27cfeb,Meridian Insurance,manufacturing,US-West,302,162925.7,7,0.295,-0.473,51,0.228,
657e8b32-2a32-4fd6-92f9-5bf44bdedbe3,Summit Manufacturing,manufacturing,APAC-South,699,512924.01,127,-0.128,0.115,31,0.471,
948b6830-37ae-4e7d-a0b9-e48c50816344,BluePeak Retail,healthcare,EU-Central,801,1192427.59,12,0.473,-0.707,26,0.149,
9e6b3080-6b79-4ca2-9dce-f3bc6b20db50,CivicGrid Utilities,legal,US-West,1608,1250961.37,3,0.171,-0.511,27,0.128,
42ca7c3c-c231-42ce-9ac5-c701610690ee,Atlas Education,manufacturing,EU-Central,1636,5437294.9,84,-0.137,0.473,5,0.074,
3c73aca1-f140-45a2-8e33-01b2c1afa94d,Summit Manufacturing,retail,US-East,500,2995008.68,45,0.002,0.651,50,0.081,
c79d2a6b-ff51-4571-9d1c-81cfc13ccda1,Vertex Legal,legal,EU-Central,1568,1934891.51,135,-0.029,0.085,18,0.078,
3befa883-5939-441b-9b77-6bd8ef577dad,Northwind Health,legal,LATAM,1307,2698323.73,64,-0.034,0.334,3,0.055,
585f7200-97b4-4fc9-a4cf-8cf2e36a4ace,Meridian Insurance,public_sector,APAC-South,1306,1717164.22,124,0.386,-0.73,52,0.1,
f2a4b0ad-4999-408d-b6db-26d08772961d,Cobalt Media,manufacturing,APAC-South,438,527984.45,27,-0.214,-0.552,36,0.442,
13a3db34-8847-49b6-aa1d-f1ff5a3862e7,Summit Manufacturing,public_sector,US-East,1146,5089899.02,122,0.186,0.514,19,0.071,
f001ef7e-2ac9-4f75-b7d3-bf1c83ea2c47,Summit Manufacturing,legal,US-West,12,4463734.21,7,0.165,0.321,3,0.234,
5c34f0d3-324f-4139-a9ba-c11452d60872,Atlas Education,finance,EU-Central,593,3813353.95,43,0.554,-0.242,36,0.232,
31598d0a-ceb6-4fdf-8013-93d04f36eead,BluePeak Retail,legal,APAC-South,1737,2205764.36,114,0.089,-0.74,6,0.152,
9208a7b3-a498-4393-a134-cef2a58f6d50,Helio Energy,public_sector,EU-Central,923,4392161.81,36,0.512,-0.244,69,0.115,
ae434afa-57db-4367-917b-001c3cb50465,Summit Manufacturing,finance,LATAM,1348,298509.59,104,-0.342,-0.076,53,0.553,
c5a48c40-fe68-4fe4-a801-6907c7057734,Summit Manufacturing,legal,US-West,581,1029589.28,84,-0.121,0.255,57,0.244,
3d3c3e8b-e934-4134-b835-d281926cc3f8,Vertex Legal,finance,US-East,946,2752586.86,119,0.438,0.761,26,0.405,
55252df6-975f-44d2-91aa-720846973de7,Helio Energy,public_sector,LATAM,647,748524.82,86,0.594,0.399,29,0.068,
34acfda0-0db4-4a09-8fb9-d5149ff7750e,BluePeak Retail,legal,APAC-South,1224,772016.85,73,-0.433,-0.757,57,0.36,
7f38820a-85a9-4a6e-874e-1593f30e7c05,CivicGrid Utilities,manufacturing,EU-Central,1260,5155236.15,94,-0.115,-0.402,36,0.258,
bccc9ecf-d30e-49bf-bee6-4ebb38343eca,Helio Energy,manufacturing,LATAM,251,4128330.93,87,-0.058,0.38,30,0.076,
4d716316-1e28-4c24-8e4b-e1f88e790a63,Atlas Education,legal,EU-Central,758,2156686.8,91,0.204,0.523,15,0.435,
428be529-3b2d-4311-8f28-4cc89a11d915,CivicGrid Utilities,legal,APAC-South,268,3178435.19,18,-0.32,0.151,48,0.22,
e026df2e-ce95-47b9-b7ba-6260c3605a49,Northwind Health,manufacturing,US-West,1163,2107390.85,15,0.422,0.477,12,0.315,
d73d12ab-bfbc-40eb-bf9e-d32a795191f1,Arbor Pharma,retail,APAC-South,910,825845.24,100,0.236,-0.733,9,0.121,
1ffaef25-e580-4c31-9979-e6970f9569ed,Summit Manufacturing,finance,APAC-South,897,3044125.05,25,0.442,-0.758,56,0.233,
2e6b36e3-14f3-4763-896b-aa3e2443b779,Summit Manufacturing,public_sector,LATAM,608,593128.92,76,-0.265,-0.785,11,0.665,
511c1c62-a2fa-460e-94ec-70e70f728e41,Pioneer Logistics,retail,APAC-South,1013,3574926.21,28,0.118,0.698,63,0.297,
14d60516-c790-414f-8e55-7e390a62f0e5,Meridian Insurance,finance,US-East,814,1567723.33,116,0.224,-0.301,15,0.034,
2757d8e6-9e97-4c69-a86c-dcbf406b144e,Aster Financial,retail,LATAM,400,3637512.22,8,-0.268,0.532,3,0.158,
4dcdda10-c3d8-42f2-896f-468c7b9d3d50,Cobalt Media,public_sector,EU-Central,1711,2197117.6,108,-0.235,-0.556,67,0.028,
a2a09714-1edb-4e6d-9e09-c7fc5401b1d6,Aster Financial,legal,LATAM,1432,4942420.54,99,-0.276,-0.023,12,0.224,
1ca7c3d7-8fd4-4604-a469-1618d2cb2c05,Meridian Insurance,legal,APAC-South,842,187143.34,44,0.382,0.55,62,0.191,
d5fa1494-0df7-4887-813d-5bcdeacc98df,Vertex Legal,healthcare,US-East,184,1068327.51,57,-0.002,0.836,58,0.074,
dae27493-102d-4eb3-b7aa-200327f8082c,Pioneer Logistics,manufacturing,EU-Central,717,4819989.17,8,0.424,0.501,53,0.296,
33de3dc8-2a01-45d9-8d40-39092f4dcdd3,Atlas Education,retail,LATAM,1443,4935137.26,83,0.474,0.094,53,0.076,
f66d3df4-e3d9-4271-b63f-366efcf21543,Arbor Pharma,healthcare,EU-Central,889,1305165.32,52,-0.446,0.043,68,0.206,
30df3c25-9df0-4e91-89b0-c20169372ba3,Vertex Legal,retail,LATAM,301,2475702.65,53,-0.3,0.065,7,0.105,
45a68343-a3b6-4bfd-a802-fb612778fcb8,Vertex Legal,public_sector,LATAM,276,4728291.74,115,-0.23,0.815,11,0.237,
f2a1736f-26f4-4775-9be1-265042a6ea79,Cobalt Media,legal,APAC-South,1165,2429267.33,111,0.417,0.133,13,0.179,
4d76191d-2921-46e1-a4e5-495591f05375,Pioneer Logistics,healthcare,US-West,101,2177666.35,131,0.048,0.703,22,0.425,
cba50f94-25f5-41fc-be3f-d64e1120ecd1,Atlas Education,healthcare,APAC-South,1507,1060142.09,58,0.006,-0.826,38,0.055,
663437b0-7650-4bed-a328-1ae66ac0db92,Atlas Education,legal,LATAM,1472,1293814.24,26,0.42,0.257,15,0.015,
cec89d89-f762-40a4-a9f7-b4873942856d,BluePeak Retail,retail,APAC-South,1298,2075089.86,109,-0.291,-0.058,40,0.212,
2fe909d9-fada-4e44-b075-e40757de1c68,Atlas Education,healthcare,US-East,67,2996456.04,10,-0.055,0.699,36,0.073,
69dd86f4-cb98-4314-bb1a-1d85bb04c599,Helio Energy,retail,EU-Central,149,3110573.73,123,0.583,0.371,36,0.104,
64cef85e-a0eb-42d9-9a30-5bb240b99aa0,CivicGrid Utilities,retail,APAC-South,1728,4195774.53,90,0.553,0.625,34,0.311,
6f3e9c6b-86d1-42f6-99e3-c507afbc33cb,Atlas Education,manufacturing,LATAM,522,416732.89,117,0.035,-0.441,15,0.147,
058d49a2-2e40-4753-bf3a-0ec2d486e36e,Aster Financial,public_sector,EU-Central,972,4381481.82,138,0.396,-0.542,35,0.547,
8320b3e2-9fe8-4d5b-9308-731e9c97e7e5,Cobalt Media,public_sector,APAC-South,179,2705614.68,138,0.089,0.125,60,0.126,
b260df42-4829-4953-973d-536400ea73b7,Vertex Legal,retail,US-East,1329,3955323.27,76,0.099,-0.574,51,0.049,
1e3930f4-b24b-4467-afe8-da8dec1cf68c,Aster Financial,manufacturing,US-East,1167,4349062.34,89,0.617,-0.069,7,0.297,
f18a542a-ee2f-4252-88dd-28eee9b5bba7,Atlas Education,healthcare,EU-Central,1073,4228988.39,132,-0.324,-0.023,70,0.488,
2b5d244d-60cc-4a21-855d-9aa4301e8999,Pioneer Logistics,retail,US-West,1344,3932644.13,2,-0.086,0.246,40,0.09,
96a98fa4-7ceb-461a-a96d-24fcbc826729,Vertex Legal,public_sector,US-East,601,2845815.32,103,0.388,0.854,26,0.016,
a3c222b4-8710-4020-bf49-7ddfae4c1bde,Summit Manufacturing,healthcare,EU-Central,1447,1560378.69,22,0.022,0.037,40,0.279,
f4b49cdd-2ba7-4859-8d63-b4ae32be32e4,Aster Financial,public_sector,APAC-South,461,2782165.87,42,0.536,0.754,5,0.289,
456d8db3-0ce3-444a-b7fa-90a2d175183c,Cobalt Media,public_sector,US-East,812,3986031.03,34,-0.008,0.573,20,0.052,
c0588968-5206-4681-b14f-f528ad1e1982,Helio Energy,legal,US-West,799,4286878.21,8,-0.391,-0.128,60,0.423,
85ec3acc-1ab0-4e77-ab91-b0b76ea34b82,Meridian Insurance,public_sector,US-West,1082,1053717.99,33,0.532,-0.461,45,0.144,
9d5aaa20-0e52-4f97-beed-e0ce4b663baa,Vertex Legal,finance,US-West,1483,387471.39,111,-0.226,0.567,15,0.067,
4406ccd0-5753-441d-a267-23cdb970d2cc,Arbor Pharma,public_sector,APAC-South,1185,2357064.39,135,0.312,0.646,54,0.08,
845e908c-9a0d-4521-a8c7-591295705594,Vertex Legal,retail,EU-Central,1091,2416265.23,16,-0.385,0.619,11,0.52,
a1d9e699-6d8e-46f6-9396-35361c7fb4bf,BluePeak Retail,manufacturing,LATAM,1199,5008713.2,129,0.256,0.487,71,0.274,
976ef7df-9564-47f8-92d9-b2499611ec02,BluePeak Retail,public_sector,US-West,1041,4240824.49,67,0.362,-0.182,3,0.316,
32fda5f3-dcc3-4b91-a690-0f29ee370bb6,Summit Manufacturing,manufacturing,EU-Central,1625,3550072.32,64,0.394,0.502,63,0.357,
f26e4dca-b858-429a-88e3-f30047071a47,Aster Financial,healthcare,US-West,1440,369662.44,0,-0.375,0.83,23,0.29,
ef8671dc-bc9a-424e-ae8f-615ce442497e,Vertex Legal,legal,APAC-South,81,3330703.25,87,-0.321,-0.673,46,0.439,
3ca19cb5-668c-48a2-b305-f3a445c0ca2b,Arbor Pharma,finance,EU-Central,407,1441437.78,126,0.23,0.431,46,0.321,
d69f5425-a2f4-412e-bb2d-063775ace547,Cobalt Media,legal,US-West,276,3960379.11,105,-0.308,-0.391,42,0.221,
1f2ab163-9991-4aef-8718-9da39bd0798d,Northwind Health,healthcare,US-East,659,2341091.37,75,-0.156,-0.613,35,0.122,
42bc907f-3991-442e-a880-3d2b1a8db6fa,BluePeak Retail,manufacturing,EU-Central,510,909934.74,28,0.142,-0.37,39,0.075,
d145a6b2-3e58-405b-9b51-c86a3d0d0d0b,BluePeak Retail,finance,APAC-South,1300,4849027.22,140,0.108,-0.433,64,0.293,
10393f73-bcf7-471a-a846-c35c05427f5d,Arbor Pharma,finance,APAC-South,936,1509890.8,105,0.402,0.782,23,0.251,
82024bd9-94a9-4169-922a-ef93d7951aed,Atlas Education,healthcare,LATAM,774,5007644.26,71,0.251,0.346,64,0.326,
4b0a5d1e-ba5d-41f8-be68-15584442f97b,Helio Energy,retail,LATAM,1662,2132012.81,94,0.06,0.522,68,0.19,
239b7ace-5cf0-411b-9d63-02a5abb7ae27,Summit Manufacturing,retail,US-East,1567,4732032.47,25,-0.06,0.37,10,0.121,
131ebaff-3d80-4faf-9b70-743dc45bd207,BluePeak Retail,public_sector,US-West,1429,4086249.89,116,-0.214,0.831,38,0.402,
dd92aecf-36ad-4497-94e0-f49feeeeac64,Atlas Education,public_sector,LATAM,1369,3482286.72,17,-0.44,0.267,15,0.091,
38107650-f7ba-4999-bab7-0442fa599903,CivicGrid Utilities,legal,US-West,404,2830149.43,31,0.323,0.882,56,0.104,
eb489e3d-a765-4004-8dc5-7546f85c9d10,Atlas Education,legal,EU-Central,1792,2878654.66,2,-0.077,0.783,55,0.083,
40842ead-6223-40d5-a84a-96ba24721171,Vertex Legal,manufacturing,LATAM,1510,5374832.71,65,-0.142,-0.439,17,0.063,
baacd6a7-9c92-4bc7-9a69-8bac29d89cf9,Summit Manufacturing,retail,EU-Central,1462,3120664.48,100,0.317,-0.567,49,0.175,
6cee2612-aa76-46f0-9702-fc3ac01aed04,Atlas Education,manufacturing,US-East,1233,3477817.32,78,0.15,-0.125,21,0.049,
ad279e79-6837-4247-8886-97ad44675307,Aster Financial,finance,US-East,161,4754288.58,109,-0.026,-0.75,2,0.225,
3021b747-bfbf-4aee-b20b-c895447a3660,Vertex Legal,manufacturing,US-East,65,1307870.47,29,0.405,0.0,40,0.115,
af265c9a-cff4-4cb0-8608-37c5bf506ae8,BluePeak Retail,public_sector,US-East,1231,2024370.79,135,0.617,0.716,22,0.214,
f12ab2f3-dc08-4b52-a220-e7ee705adbf9,Atlas Education,retail,LATAM,1628,2717769.23,48,0.024,0.395,7,0.009,
925cd0d3-f5d5-4140-977a-c229601abdbf,CivicGrid Utilities,public_sector,APAC-South,1234,5286286.26,13,0.336,-0.403,6,0.25,
f5e5fbb8-58cb-4f55-87f1-b7b5f937a1df,BluePeak Retail,public_sector,LATAM,1367,2303183.28,25,0.03,-0.574,70,0.066,
6b9a6544-bbfc-4460-b5c5-e96eef79557a,Cobalt Media,public_sector,EU-Central,1292,1292711.53,126,0.617,-0.147,67,0.046,
816c3743-1295-4956-8add-0f668f32a18d,Atlas Education,retail,LATAM,1407,3304775.1,93,0.131,-0.078,59,0.236,
2cb57bc3-6e88-44da-9a0b-01b7dd286f5b,CivicGrid Utilities,public_sector,EU-Central,240,5496690.09,51,-0.374,-0.521,41,0.431,
5ceb2cc2-7b13-4aa9-86fc-b2df7b7f386e,Aster Financial,manufacturing,US-East,1465,651195.74,128,0.063,0.166,69,0.254,
5ed5b9e2-b5fc-4a3a-aed2-50a921760ddf,Vertex Legal,manufacturing,APAC-South,135,472807.1,91,-0.151,-0.556,27,0.351,
71f9ea7b-e7a5-4f98-abe9-255871dafa20,CivicGrid Utilities,public_sector,APAC-South,1153,5109176.79,7,0.518,0.316,34,0.078,
aab2cc01-ff39-45ad-b64d-6de85f33feae,Meridian Insurance,legal,APAC-South,755,28401.17,40,0.597,0.55,46,0.073,
66fcc32c-bb57-4577-a43e-8b989958ec1f,CivicGrid Utilities,finance,US-East,1375,4997377.68,118,0.362,0.888,34,0.086,
e8278a88-c417-4bee-ba01-e25125bb92a0,Northwind Health,healthcare,US-East,1019,5116146.97,22,-0.243,0.579,51,0.263,
18061897-f19f-4c33-b848-e9f570a664fc,Vertex Legal,legal,LATAM,71,1631896.77,90,0.205,0.062,52,0.117,
0097f172-e119-4dc9-bcf8-8b5a5df4033c,Atlas Education,legal,EU-Central,1210,1312449.43,89,0.361,-0.295,33,0.361,
f53cf2a4-3d1c-4115-898b-f705936b26b6,Aster Financial,manufacturing,EU-Central,1664,4315184.11,122,0.496,-0.67,68,0.138,
49ecde12-69f1-42e6-b46f-3513e3d27e62,Atlas Education,healthcare,US-East,1252,4380708.01,44,0.554,0.248,71,0.149,
30cef493-00f3-4266-b8bb-286c46bd0ee7,Northwind Health,healthcare,APAC-South,1129,269799.28,71,0.105,-0.414,59,0.291,
1dcd46ce-94bc-40e6-b95b-fc6ef3e57151,Meridian Insurance,public_sector,US-West,195,1272567.94,37,0.464,0.567,59,0.046,
20b2bf05-52e4-469a-91e0-d0847886a1de,Atlas Education,finance,EU-Central,1053,839106.39,103,0.161,-0.749,42,0.204,
752d1ba9-deb3-4161-9619-6268baacc380,Summit Manufacturing,public_sector,US-East,1110,2269409.73,20,-0.294,-0.223,61,0.541,
e133e930-ec14-48a4-8320-909932d43036,BluePeak Retail,healthcare,APAC-South,451,3496602.42,7,0.34,-0.17,21,0.219,
d01d2ab2-81df-426c-a3af-04a5152e7212,Pioneer Logistics,public_sector,US-East,299,950160.02,9,-0.07,-0.602,50,0.001,
d9202ed5-81d4-4492-a43f-a54aad230fae,Summit Manufacturing,manufacturing,LATAM,1685,4433263.52,93,0.216,0.855,49,0.358,
fda21ef6-f6f8-4da7-ab80-2e962428ec4e,Helio Energy,finance,LATAM,1553,2943566.2,63,-0.175,-0.67,44,0.245,
388fd467-c172-4c14-a4df-ee7470992c50,Northwind Health,healthcare,APAC-South,1429,5493801.11,19,0.356,-0.172,28,0.32,
dc597255-362b-499c-8513-aa133456b8c8,Pioneer Logistics,manufacturing,LATAM,1522,4230010.2,115,-0.148,0.259,24,0.031,
69fa0390-405b-4999-9c3b-a413787dea84,Meridian Insurance,retail,LATAM,1773,396221.73,103,0.426,0.204,9,0.094,
14438b9c-fd0a-45e4-a420-bc2aa808ee84,Atlas Education,healthcare,US-East,306,1437699.83,84,0.486,0.113,67,0.068,
f04810f4-58f4-4ecb-ac1b-a45815b5fc9a,Helio Energy,healthcare,EU-Central,809,5242171.71,45,0.036,0.472,31,0.169,
3a2dfee2-5b6b-43bf-b25f-d27eda643b2e,Helio Energy,manufacturing,APAC-South,977,3026558.85,136,-0.297,-0.058,62,0.349,
fcf8ac78-1d4f-4d17-8189-5dc411e66b4b,CivicGrid Utilities,public_sector,EU-Central,1356,5265078.9,136,-0.236,0.023,56,0.13,
7a7fa1f4-2d32-46c0-a03b-f7556243e2ac,Atlas Education,manufacturing,EU-Central,1545,4939531.94,108,-0.301,0.704,25,0.078,
4102ecee-e2da-4fc0-957d-11560356409d,Helio Energy,public_sector,EU-Central,1129,3654428.49,19,0.004,-0.514,22,0.144,
beff31d1-a447-4795-aa06-6914e03511e6,Vertex Legal,public_sector,APAC-South,1056,3657968.82,96,-0.43,0.596,47,0.127,
ef36cdc4-acae-4835-b987-8c80ab50c1c2,CivicGrid Utilities,retail,US-East,1638,4746624.12,130,-0.096,0.228,21,0.226,
8103499b-6a4e-4e50-a497-7688e0e0e088,Helio Energy,retail,APAC-South,342,3459291.5,39,0.551,-0.681,47,0.115,
1fa2326e-416f-4a8b-849b-d0fa516500e1,Arbor Pharma,retail,EU-Central,824,2868768.29,73,0.294,-0.407,31,0.099,
cfb1e583-4f75-45ab-8e3f-977ce0759da7,Northwind Health,finance,EU-Central,906,1201006.3,10,-0.107,-0.745,66,0.373,
cbf39302-59fb-493e-9330-0d0b9396cd49,Aster Financial,public_sector,US-West,797,346547.34,56,0.397,0.541,5,0.178,
31c843db-b012-41d4-9cf7-886506191c3e,Helio Energy,retail,APAC-South,1003,2464132.8,120,0.481,-0.091,33,0.29,
fac7563a-4a8b-466b-b488-896e04d95fae,CivicGrid Utilities,legal,APAC-South,1184,3233215.26,78,0.418,-0.738,18,0.079,
4a462a93-ba9b-4c92-8913-4c9b06f61bb1,Meridian Insurance,legal,US-West,125,387208.45,139,0.2,0.382,65,0.056,
f5ab4d50-dfb1-4890-a296-d7850bf38ad9,Summit Manufacturing,manufacturing,US-East,1138,3971416.75,20,0.127,-0.823,30,0.319,
91ddfd88-49f7-4435-bda1-0c6f606829bb,BluePeak Retail,public_sector,US-West,742,4141608.4,122,-0.425,0.542,10,0.071,
4af5800f-5a57-4a99-98d1-729500ab8f58,Summit Manufacturing,finance,LATAM,1779,2779993.35,93,-0.211,0.145,28,0.322,
bd9b373c-ac4d-4fec-9bd9-c4426fd95252,Atlas Education,finance,APAC-South,1622,4870421.74,111,0.285,0.855,21,0.529,
c93ddefc-5481-4e76-9f8a-be621dcc5a16,Helio Energy,public_sector,EU-Central,427,4753098.17,94,0.301,-0.769,58,0.044,
4d04a0df-0394-4805-b621-fdbb347fbde0,Summit Manufacturing,healthcare,EU-Central,735,4540837.15,48,-0.362,-0.725,70,0.263,
6885cd2c-da29-44e5-82db-64cb2e56d01a,Vertex Legal,public_sector,US-West,566,3116038.29,92,0.212,0.164,31,0.032,
2854d94f-f349-4e3c-8f0f-4c8f2c640d4f,Aster Financial,legal,LATAM,843,3209273.91,115,-0.081,-0.045,42,0.058,
