contract_id,customer,effective_date,term_months,sla_uptime_pct,response_time_hours,monthly_value_usd,renewal_risk,obligation_count,violation_count,duplicate_marker
9079d7c2-f6d9-4183-b2c8-bec005e7d556,CivicGrid Utilities,2025-11-23,12,99.5,4,100584.1,0.832,31,0,
c9689d92-9f86-41bb-8ee3-a76e80203e44,Atlas Education,2024-12-21,12,97.5,24,102139.56,0.581,14,1,
9407f48b-49e3-4ed6-94c3-9086f140909d,Vertex Legal,2024-01-02,48,99.5,8,27364.99,0.619,37,1,
e8c4da06-eb5d-44cc-b53c-cd69c2e6ec7d,CivicGrid Utilities,2024-06-05,12,97.5,24,58747.09,0.706,13,0,
304d7b9d-b363-461d-9dc6-a6a5bfd4fb13,Cobalt Media,2025-04-19,48,98.0,8,32019.04,0.492,40,0,
7ff2a8b6-218e-45f1-a1a5-ace2f71d3fbc,Atlas Education,2026-03-27,36,99.5,4,118744.04,0.036,40,1,
922196a3-30d2-44ba-bd70-a92c566d393e,Northwind Health,2024-07-06,60,99.0,2,84397.65,0.148,12,0,
18b1a43b-778d-4a53-a6ea-ad521d80db99,Arbor Pharma,2026-04-10,60,99.5,8,56882.39,0.046,32,1,
30693c88-4994-4cb1-bf4d-6a0cebfcee64,Northwind Health,2024-05-10,12,98.0,8,81861.0,0.317,12,2,
7b672691-ce82-49ed-a282-a1c3ac15da94,Cobalt Media,2025-02-02,36,97.5,2,81174.32,0.444,27,0,
ef6c7b3d-d294-4c8a-84ed-f30406e7fe95,Arbor Pharma,2024-12-28,36,98.0,8,82573.34,0.128,29,0,
fe4d6449-2d99-4eb7-a0bc-c5b79dc30dcc,Vertex Legal,2024-11-23,60,99.5,4,82264.68,0.608,40,5,
0d395231-0428-4cc4-a996-850d41d57f9a,Meridian Insurance,2025-03-30,36,99.0,8,15922.91,0.406,23,0,
46dc02c5-6be9-4469-ab7e-8d97ffe4d83b,Summit Manufacturing,2024-06-10,24,99.0,24,61091.17,0.184,43,0,
e0467988-4843-4506-af25-7d976995d0b5,CivicGrid Utilities,2024-01-11,60,99.5,4,80764.54,0.483,24,0,
4032ddfb-dd95-446a-830b-415946107e6d,CivicGrid Utilities,2024-12-20,24,99.0,2,6963.96,0.05,14,0,
40c6384a-d56a-4498-8573-30ed17372f8f,Northwind Health,2025-09-22,36,99.5,2,114339.31,0.967,25,0,
62e948b9-2b4b-4038-a780-2e4568fe8bf5,BluePeak Retail,2025-05-08,12,98.0,2,52580.41,0.029,32,0,
2a01dfbf-4bc7-45bf-aa7d-c3287feee1ec,Vertex Legal,2024-09-12,24,97.5,4,105460.74,0.641,34,0,
bcfe3bf4-0f4f-436c-a04a-42e51b9b15f8,Meridian Insurance,2024-08-08,24,99.5,24,111273.95,0.999,42,1,
970fa136-f0ac-4998-96ac-3dfb43776af9,Atlas Education,2024-12-21,24,99.0,2,17344.35,0.016,42,0,
50063624-2c58-4031-bbc8-b0d4db9fee9d,CivicGrid Utilities,2024-02-07,36,99.0,2,35405.71,0.334,21,2,
c0a72011-ef1d-48c6-a224-1f69ae76a5c5,BluePeak Retail,2024-08-13,36,97.5,8,66239.47,0.602,28,1,
d79bf054-2db9-4d84-b1cc-f36bf9cb12a8,Cobalt Media,2025-01-20,36,98.0,8,100181.95,0.149,16,0,
db9aadca-7ebd-4ef7-9657-283f52d65fb0,Atlas Education,2026-05-25,12,99.5,2,120259.89,0.211,31,0,
b6c5e602-2d9f-4059-b88b-d39f751511ca,Arbor Pharma,2024-10-07,36,99.5,2,124364.95,0.463,23,0,
39fda4fa-208c-47e9-9574-8519b4ecf622,BluePeak Retail,2026-03-28,36,99.5,24,98377.21,0.941,21,0,
53b23914-fe46-4cae-a377-d305e79408c6,CivicGrid Utilities,2024-01-08,60,99.0,24,6810.41,0.175,11,0,
ade0de7b-b468-4551-a6bc-0836d0079492,Meridian Insurance,2024-12-09,36,99.0,24,94657.05,0.437,44,0,
5f57f90b-8f76-4569-99ca-b4cb91686ffa,Atlas Education,2025-04-23,48,98.0,2,56282.36,0.832,20,0,
c9033507-fd03-4ac4-aff8-a17bdc71b192,Helio Energy,2024-03-06,36,99.5,2,4898.01,0.206,37,0,
7ab9c174-9759-4b2d-ac49-60b05716aa47,Northwind Health,2024-05-25,60,98.0,24,103957.39,0.989,40,0,
2c0d856e-a247-4f19-8a2c-a8d1d2c57285,Atlas Education,2025-04-18,60,99.5,24,75789.57,0.064,20,0,
edb2606c-e882-4243-be63-cd7d893aa750,Pioneer Logistics,2025-03-16,60,99.5,8,77019.93,0.009,9,0,
d69c8cd9-aab1-423d-a65e-eef2c8fa214d,Atlas Education,2024-02-02,48,99.5,4,12175.06,0.245,17,0,
a851bea1-0c1c-476a-ae39-41a5f7dcd83c,BluePeak Retail,2024-01-22,36,99.0,8,24841.7,0.196,16,0,
96b6b4ac-f1d4-4f07-86d8-386d09cc279d,CivicGrid Utilities,2025-05-05,12,97.5,2,86783.85,0.847,38,2,
9736213f-18f3-45b2-a65f-c7ba7685ca3e,Arbor Pharma,2025-12-19,60,98.0,2,119119.0,0.431,31,0,
9bcd9726-93e2-440e-8c36-26e17cc5503f,Atlas Education,2024-03-03,24,99.5,4,105350.23,0.944,15,0,
2e1b494e-16a0-4dd8-902f-ef2a87b5116e,Arbor Pharma,2024-03-15,24,98.0,4,74060.84,0.117,10,0,
9f04290c-f0b0-4704-b9f1-a149a356756d,BluePeak Retail,2026-01-16,24,98.0,4,75552.86,0.756,8,0,
6ade114a-0eef-4387-9de6-757ea0bc08fb,Aster Financial,2025-10-16,48,98.0,2,53513.92,0.322,40,0,
37068d7b-1f52-4870-9f43-1c62d2547d1b,CivicGrid Utilities,2025-09-29,24,98.0,24,46192.48,0.345,13,0,
d3ef67a1-3d6b-4138-a55a-abd32ae8e417,Meridian Insurance,2025-08-15,24,98.0,24,118672.78,0.734,16,0,
9db4f88e-c555-4be8-b427-60362e3e2f54,Helio Energy,2024-09-29,36,99.0,24,22339.62,0.828,21,3,
8250c8a2-ca90-4d38-af24-81764845e9d3,Pioneer Logistics,2026-05-16,12,98.0,2,64791.34,0.696,17,2,
9ee798c7-4e44-43c9-bc16-7dfaca511fc0,Summit Manufacturing,2024-08-08,36,99.0,2,6574.19,0.052,11,5,
8160a307-d443-496e-84b7-7dc742b0c327,Vertex Legal,2025-04-04,48,99.5,8,100803.51,0.632,36,1,
b8fe879c-ceab-485f-bb60-3bec4c85ee74,Northwind Health,2024-09-07,24,99.5,8,20863.45,0.725,11,0,
fbb69ec5-a5f2-4878-9d54-d35cfa8ad213,Vertex Legal,2025-09-17,60,99.5,4,74682.01,0.248,24,1,
426251e1-3d40-483b-a439-f52d9b441c50,Helio Energy,2025-06-13,36,99.5,8,110737.02,0.439,20,2,
5f2132aa-36a3-4997-b09a-f22cdf42a9a0,CivicGrid Utilities,2026-04-23,60,98.0,2,65255.09,0.93,15,0,
8c443ae7-0cb2-46e2-a4da-dfabe6e145c8,Arbor Pharma,2025-11-22,36,99.5,24,67788.86,0.997,27,0,
9dcbbe3e-3a42-45ef-82fb-3302030d3d1b,Cobalt Media,2026-02-23,24,98.0,8,34295.0,0.341,40,0,
970e074e-91c2-4f39-a8b0-893f140e8ddb,Summit Manufacturing,2025-06-30,60,99.0,8,21362.84,0.161,18,5,
81ace567-d071-4d43-b411-4c5d93d2a8f0,Pioneer Logistics,2024-11-17,36,98.0,4,55517.49,0.485,23,0,
424bfb98-49cb-426b-83f6-8da874358285,Atlas Education,2026-04-17,12,98.0,24,88410.11,0.192,34,3,
8e32dba4-d80a-46c1-b820-8bd05c5b0fd0,Helio Energy,2024-09-22,36,99.0,2,20326.24,0.547,18,0,
d95a9eaa-3d6f-49f8-8846-90344c22cf66,Arbor Pharma,2024-05-09,12,99.0,2,42476.44,0.34,8,0,
bc5fc79e-e664-4871-aa3b-5b8f0482f6f0,Vertex Legal,2025-07-11,60,98.0,2,109439.09,0.831,21,3,
8f8c4900-99db-4fb9-9b6e-f661d412fbb1,Atlas Education,2024-10-17,24,99.5,8,40626.05,0.603,37,0,
ffe3d0ff-f55b-4cb7-b897-11ba1779e549,Meridian Insurance,2025-02-22,60,98.0,24,9025.28,0.252,11,2,
02b8c986-d676-490b-aa37-9bdd9ac16d19,Vertex Legal,2024-08-24,24,99.5,8,79251.47,0.59,13,0,
9069e7fa-8887-4636-9710-d90d21ec2101,Pioneer Logistics,2026-02-08,12,98.0,24,85964.21,0.027,27,2,
a06e0a81-2557-4079-90ef-6969db2ce7a3,Pioneer Logistics,2024-12-27,48,97.5,24,41345.01,0.873,30,0,
850faaf4-99ae-4487-8ed5-0ae368a30018,Summit Manufacturing,2024-12-31,60,99.0,24,32583.44,0.993,11,0,
25ce3303-8ae3-4c75-909b-9d18c2313ee0,Summit Manufacturing,2026-03-28,12,98.0,2,120048.9,0.758,14,1,
a2c29889-bfc5-4295-bf00-b999d304c6f9,Northwind Health,2025-07-07,36,98.0,24,111558.41,0.628,30,0,
806a6bf1-8002-4bbc-94bc-14cc49f51563,Atlas Education,2025-07-03,12,98.0,8,115213.23,0.182,25,0,
76a91b42-c2c8-420e-ac71-f886592b1551,Arbor Pharma,2026-04-21,24,99.5,8,80920.97,0.66,20,2,
5b3fe01b-b254-4661-8ada-c3d31521848c,Vertex Legal,2024-05-13,36,98.0,2,22827.03,0.858,16,0,
bd392897-9e81-4c62-a7b6-d6277f20f43d,Cobalt Media,2025-04-15,48,97.5,4,86697.99,0.339,41,1,
1b6f7a7e-8a5f-4dad-b118-cf944a6ec3f5,Atlas Education,2024-10-28,48,98.0,4,51821.7,0.432,24,1,
125bf30e-2e41-4221-9ed6-e7c96dd3f681,Arbor Pharma,2025-12-06,48,98.0,24,87434.1,0.883,27,2,
71f9b001-21df-4beb-9d9a-a5045f109c1b,Arbor Pharma,2025-10-26,60,99.5,8,9958.79,0.244,9,0,
7461aecf-f824-4c1b-9b4a-96a455228998,Pioneer Logistics,2024-04-09,48,99.5,24,81600.13,0.054,11,1,
3716a0d0-6229-4ebf-b097-e13564f9dfd3,CivicGrid Utilities,2024-01-05,36,99.5,4,61516.96,0.298,16,2,
ed8046a8-384b-49ba-a651-54275874e1bf,Meridian Insurance,2025-11-19,24,97.5,24,43905.64,0.46,13,0,
43954214-1453-42ac-814c-3e1d46559d06,CivicGrid Utilities,2025-10-20,60,97.5,8,95895.5,0.697,21,0,
02b3eadc-1b0d-4f2b-b60a-2933b8cc83cd,Pioneer Logistics,2024-06-08,60,99.0,8,5394.68,0.278,34,1,
c1bfce5d-e0d7-491a-b3a2-40e9031e0193,Northwind Health,2024-06-03,60,99.0,4,38393.32,0.627,34,0,
3b3470c1-8f00-44ef-a2a0-51d1236eb622,Arbor Pharma,2026-05-25,24,97.5,8,109285.53,0.54,21,2,
1bc7e108-7e64-46c0-8442-bf445fb6d60b,Vertex Legal,2025-02-04,24,99.5,24,31731.97,0.565,21,0,
06b7831f-c5e8-4db9-bd24-1bceea1f1aa6,Vertex Legal,2024-05-01,24,99.0,8,5193.41,0.671,36,0,
72a88d2b-4e79-4441-a458-9689834ce59f,Summit Manufacturing,2026-01-10,24,98.0,4,13222.57,0.089,14,0,
c19d589b-7b4e-4bad-bd7a-d91501a02af9,Vertex Legal,2026-01-15,48,98.0,24,71351.24,0.492,32,0,
cca3430a-be25-42c6-b78c-74caed6d5e26,Northwind Health,2025-08-26,60,99.5,8,121313.24,0.647,11,0,
9e3b54a5-c211-47c0-b91f-a450c6e3fb53,Pioneer Logistics,2025-05-11,60,97.5,4,82460.6,0.376,36,3,
ab86f686-50df-4a0a-8d83-8603404d153d,BluePeak Retail,2025-12-03,48,99.5,2,115607.98,0.552,30,3,
982a071b-5629-45fa-a68a-c8619aec5617,Aster Financial,2024-10-04,60,98.0,8,49885.29,0.833,25,0,
f781041d-23c2-4fbd-b67f-e4fbe6082b98,Pioneer Logistics,2025-01-29,12,98.0,2,36058.58,0.118,17,0,
84a711fe-d614-45ee-8cbc-c3050dfd1d99,Summit Manufacturing,2025-09-19,24,99.0,8,27782.86,0.091,15,0,
3b5f7a64-6cd0-4637-afbc-574ee5068177,Helio Energy,2024-08-23,48,99.0,4,105805.45,0.344,31,0,
cb574e91-3160-47e8-9e75-ded98721db95,Aster Financial,2024-10-26,36,98.0,8,47382.8,0.118,9,0,
7614fd13-109c-4952-9d68-2325b521aa43,Atlas Education,2025-01-12,12,97.5,2,85256.01,0.872,34,5,
e7edd93f-755d-4ae0-aa67-4bb0f778a3af,BluePeak Retail,2025-11-08,60,99.5,8,39509.68,0.406,8,0,
8512b3a0-dddf-4c3f-af69-82eb10655097,Vertex Legal,2026-03-14,24,99.5,2,99279.87,0.731,10,0,
c8a6fafe-f790-4d34-b73e-202bd4ce51da,Pioneer Logistics,2025-07-07,12,99.0,2,36074.47,0.492,30,0,
3f147ee2-e95d-4c09-903d-cf0263d0d430,Cobalt Media,2025-09-27,60,99.0,4,113456.34,0.812,9,0,
f928d3fa-8d36-4c62-9fe4-809e8e97d34a,Pioneer Logistics,2024-02-16,60,99.0,24,23536.73,0.807,42,0,
347fc5ea-c4c7-45cf-ad1d-4173cef65afb,Aster Financial,2024-07-08,48,99.0,24,77149.23,0.897,25,5,
7cfaaec6-9b0e-4ad4-8ed9-5d2713b118f9,Helio Energy,2024-05-12,48,98.0,2,119854.77,0.477,19,0,
314be558-3d84-4638-a058-e0cae053b7c4,Pioneer Logistics,2025-07-08,24,99.0,8,65638.09,0.68,12,0,
5e6729b8-cbfb-40d1-b657-6cef70a4257a,Vertex Legal,2024-04-08,12,99.0,4,49968.69,0.198,31,0,
7a5e68f5-ecfa-441a-959c-e65dc348ffd3,CivicGrid Utilities,2024-05-30,12,98.0,4,30677.24,0.894,31,0,
649c10c2-8897-4792-89ca-363413f07794,Vertex Legal,2024-08-07,36,99.0,8,80140.17,0.563,21,0,
7bc225c2-0c33-4d88-aaae-44169f064aac,Summit Manufacturing,2024-05-23,60,99.0,2,48294.65,0.839,16,0,
2b22e3f4-c1c7-4a4d-b967-033c941353fa,Meridian Insurance,2025-05-07,12,99.5,2,124781.66,0.039,41,0,
f98a746b-5d2f-437d-8faa-ba8350c4c312,Summit Manufacturing,2024-07-29,12,98.0,2,87806.91,0.682,38,0,
3b983f94-8555-4cd3-9e4c-c311b8ddfa0b,Helio Energy,2025-04-21,24,97.5,2,9631.13,0.82,30,0,
c0e58469-ab6f-4966-96d5-7e189faedcc4,Arbor Pharma,2025-03-19,48,99.0,4,43323.33,0.064,10,2,
7cd3863b-0bb4-45a4-a2a5-f05d9f023397,Helio Energy,2026-03-23,60,99.5,4,102841.83,0.524,32,1,
3f6da48d-0a13-464e-bfbf-cbe7a093f328,Vertex Legal,2024-08-18,36,98.0,24,108866.29,0.065,24,1,
1c85a7c7-896f-47f8-8d98-dbf9cda1527f,Northwind Health,2026-02-10,36,97.5,8,20827.56,0.377,35,0,
471559d3-47b2-4aa8-b880-b70710f65ecd,Arbor Pharma,2024-03-20,36,97.5,8,94083.23,0.506,14,5,
bf3152c9-63ae-4b3d-80ae-3e752c70cdff,Meridian Insurance,2025-05-28,24,97.5,24,103019.59,0.837,37,0,
ae4879eb-f522-4d71-9274-1659a5ef5bb9,Vertex Legal,2025-01-04,24,97.5,4,40665.49,0.311,28,0,
c68fe9f1-8264-4660-8c7e-efef4dada06b,Arbor Pharma,2024-04-20,12,99.5,4,34931.0,0.964,11,1,
5fe4eecb-1f1e-43ef-ba58-f5e6e0752aaf,Northwind Health,2024-07-02,24,99.0,2,50489.99,0.359,28,1,
edcf1ae4-2d50-4067-8f9d-739d6b9dcd71,Summit Manufacturing,2024-05-30,48,99.5,4,87921.23,0.037,24,1,
fe03f138-4376-413d-ac4f-8c74c2a4f5f5,Northwind Health,2024-11-24,12,97.5,24,24617.2,0.473,27,0,
bbaf9c6b-0691-4d1c-b932-7a89ab32f036,Vertex Legal,2025-08-19,12,99.0,24,3394.27,0.983,42,2,
92234569-518b-4e34-8dab-eedc214f01ba,Summit Manufacturing,2026-05-12,60,97.5,24,63004.38,0.616,35,0,
c9e78006-fd63-43e0-bd87-8451bf162876,Pioneer Logistics,2024-04-21,24,99.5,4,84237.09,0.054,22,0,
a0385cb0-fa65-4c16-84a7-2e0a088e2a54,Summit Manufacturing,2026-05-23,12,98.0,8,110336.57,0.432,29,0,
ff84bad5-3657-49f5-8ba1-2b02faef131d,Cobalt Media,2025-06-05,48,98.0,24,60582.67,0.893,12,0,
9048852f-18f3-4a12-a07f-6288abcbebf7,Cobalt Media,2024-10-24,60,99.0,8,68335.62,1.0,23,0,
11b445fa-733c-490e-b246-5c2384388069,Vertex Legal,2024-07-26,60,98.0,24,40995.25,0.279,40,0,
cb538321-6a4d-41fd-b007-8565551d2c02,Northwind Health,2024-01-09,36,99.0,24,120349.68,0.495,37,0,
b7dfb7e0-e624-48f0-abb2-3fff29ed1ddd,Meridian Insurance,2024-11-23,12,99.0,2,97822.2,0.785,29,0,
ab29c256-2e4a-42ff-9e0f-771acd868690,Atlas Education,2025-05-06,48,98.0,2,83167.18,0.268,41,0,
56033515-5703-445a-a54e-7192b4196d01,Aster Financial,2024-02-06,12,99.5,24,108924.66,0.94,32,0,
d2065072-04c4-4064-9385-4221b75d59c2,BluePeak Retail,2024-04-09,48,99.5,24,86854.52,0.511,10,0,
263155e5-da1e-4a3d-9605-fedbdc238ccc,Atlas Education,2024-12-14,36,99.5,8,107681.65,0.39,25,1,
84a3334d-4abd-42f5-824e-b8425aa0f0d1,CivicGrid Utilities,2024-07-26,12,98.0,4,13558.06,0.835,10,0,
58aa3475-f260-4c1e-a141-f74cf16a6694,BluePeak Retail,2024-04-17,48,99.5,2,10320.62,0.378,27,0,
bc61e02e-ba89-4365-810a-3f1a46de625e,Meridian Insurance,2024-07-05,24,97.5,2,76093.85,0.343,16,0,
7e5a9a56-f497-4e9d-b9f4-99768e31c10e,Northwind Health,2024-12-27,48,98.0,8,43258.79,0.755,21,1,
98a665da-f97b-4da1-8c99-d666f834b66d,Arbor Pharma,2024-03-24,60,97.5,8,66463.99,0.861,43,0,
da07311a-cc8a-43e9-a825-25fe0b493560,Atlas Education,2024-02-07,24,98.0,2,61800.46,0.034,18,0,
7a042a06-d759-4d38-a939-446081392071,Northwind Health,2024-01-03,48,97.5,8,124243.66,0.625,39,0,
6d34d2a0-941d-487a-949d-2b34708b1104,Arbor Pharma,2024-10-07,60,97.5,24,81056.73,0.81,14,0,
c129e89c-31c0-4c57-8060-484d76843577,CivicGrid Utilities,2026-02-19,24,99.0,2,122943.16,0.508,18,0,
3f5ba637-5ad9-43c6-b43a-a0e0caa50d5e,Helio Energy,2025-12-27,48,98.0,24,118061.31,0.426,21,0,
7ce73112-bc22-4117-b287-b4777cf76a80,Cobalt Media,2024-06-01,48,97.5,4,30579.83,0.48,33,0,
4b126449-a214-4142-9729-e5c4b842455c,Helio Energy,2025-05-10,60,99.5,24,55627.9,0.002,14,3,
d6f43d53-6266-40d3-a699-3d2b8a4d5335,Atlas Education,2024-12-20,24,97.5,4,48011.31,0.847,18,3,
116649b8-25b3-4a13-bba1-aa994ea30d25,Meridian Insurance,2026-01-22,48,99.5,8,95843.68,0.229,20,0,
987655b0-53a4-4463-9ba4-42dab6fce854,Aster Financial,2025-06-07,24,98.0,24,16164.62,0.765,16,0,
6524118b-fc76-4a27-bf41-9863cbd9793b,Cobalt Media,2024-07-17,24,97.5,2,38872.52,0.604,34,0,
ddaca447-e78d-4f42-ab88-731a87c48082,Helio Energy,2024-12-28,60,99.0,4,68730.57,0.291,14,0,
70ec165f-3baf-4825-899b-61df32175624,Aster Financial,2024-08-08,36,99.0,4,69632.05,0.551,22,0,
bb5a3576-77e1-4cda-bfd2-e2278d29cf57,Meridian Insurance,2025-06-25,48,99.5,2,123262.14,0.497,23,0,
fae38895-5f7a-4f96-b9a5-3db02890e590,BluePeak Retail,2024-11-10,24,99.5,4,119303.88,0.023,21,0,
5428f797-8c64-4c21-a23d-688df493c441,Helio Energy,2024-12-20,60,98.0,4,47039.76,0.329,42,1,
860776e3-8e3f-4db0-b1d5-fe3a0b296e15,Atlas Education,2025-12-08,36,99.5,4,113303.86,0.994,21,0,
5a146d82-7472-4bdc-b91a-3794d759561e,Vertex Legal,2025-08-25,48,99.0,4,117691.33,0.794,33,0,
96ca4c07-8744-42c3-bcf9-1fd084c8599b,Meridian Insurance,2024-04-17,36,99.0,4,30754.63,0.852,36,2,
90470698-a97d-4456-be4d-1f64982dae94,Pioneer Logistics,2024-08-20,60,98.0,4,53289.03,0.682,11,0,
4281822d-2bbc-4efc-a322-0f69248c6d15,Cobalt Media,2026-04-06,12,99.0,4,35712.66,0.211,34,0,
f3c0856e-5e1f-4a8d-997a-c61f6f121559,Vertex Legal,2026-03-04,12,99.5,24,31388.52,0.349,43,0,
56d347e7-b160-4079-b57b-7d791ca2bd1c,Summit Manufacturing,2025-06-18,48,98.0,4,30213.69,0.072,31,0,
e3615634-e087-479f-bbcd-341635e2ddce,Atlas Education,2025-05-22,60,98.0,24,34911.74,0.183,35,3,
7d4e8c44-6e40-4216-bfd1-49e28e520413,Arbor Pharma,2024-04-21,60,99.0,8,19990.55,0.207,12,0,
05c9a6fe-a5d9-4245-9537-3c5b0a70f1c5,Summit Manufacturing,2024-12-23,12,97.5,8,119778.9,0.5,19,0,
b0a86ceb-f777-4fd9-8e7b-4c47e88dc76c,CivicGrid Utilities,2025-10-03,24,99.0,8,68714.05,0.559,28,0,
25d05542-4a8a-493b-8092-15c09d8ce4de,Summit Manufacturing,2024-09-14,12,99.0,4,96029.59,0.792,37,0,
28cfa55a-3efa-4ae7-849b-5cd499cb7ace,CivicGrid Utilities,2025-08-21,60,99.5,24,87363.56,0.537,37,0,
503e4773-376f-4316-8b4e-aad2d665e200,Pioneer Logistics,2025-06-15,36,99.5,4,101982.55,0.934,15,0,
bd096203-af66-43a8-b0d3-3cfc0c984ba1,Cobalt Media,2025-04-29,60,97.5,8,108738.7,0.715,39,0,
a3321c26-2abe-4fed-afdd-9ae485c1b1fc,Arbor Pharma,2024-03-16,12,99.5,8,101010.35,0.681,37,2,
8ca63c4b-bf72-4228-bdff-bb4fb59e203c,CivicGrid Utilities,2024-12-08,36,99.0,24,81482.51,0.257,9,3,
956fb479-e089-4dc0-8e72-ae1a0b658ed2,Cobalt Media,2024-05-25,60,98.0,24,122836.12,0.485,21,0,
6f919dcd-c11c-4984-9d37-89649b94e27c,Arbor Pharma,2025-08-26,36,99.5,24,115590.6,0.385,10,0,
360392d9-d491-49f9-9e81-eb75bfa24714,Arbor Pharma,2024-12-26,36,98.0,24,113584.68,0.087,36,2,
893f0455-3115-40c0-bca7-09a1dd39cb75,Arbor Pharma,2025-04-17,12,97.5,8,64826.57,0.653,33,0,
2f1ba3d2-9240-4c0d-ae5e-829a1f85f0f3,Northwind Health,2024-08-16,36,97.5,2,18638.27,0.134,10,2,
bd125531-0c55-4c7d-a066-1c5a4b947bde,CivicGrid Utilities,2025-05-01,12,99.5,24,73306.53,0.431,12,0,
da2320c4-412e-42b7-9bef-e19f3293bdd3,Pioneer Logistics,2024-07-09,36,97.5,4,8000.94,0.991,32,0,
6533d53f-9c41-4f03-8748-910348358736,Summit Manufacturing,2026-04-20,48,97.5,24,48983.94,0.948,27,2,
33fc58b2-f5da-444a-b390-0d025cccd1d9,BluePeak Retail,2025-07-15,60,99.5,2,97419.12,0.472,9,1,
0b84231d-7f42-490a-8a86-0f42825c51d9,Northwind Health,2025-08-07,12,98.0,2,61294.35,0.826,43,0,
0a7a1155-c37e-4732-8c6c-48b7a830fc61,Summit Manufacturing,2026-03-21,24,99.0,4,88884.8,0.395,36,0,
435e7b02-fee2-4297-8c0d-59460bece614,Vertex Legal,2026-01-03,60,99.5,8,43960.91,0.727,17,0,
a4b6b9d0-fb40-4a01-a927-f8275a3486d3,Pioneer Logistics,2024-05-25,48,99.5,2,29330.16,0.932,27,0,
bcba78f2-05ce-4106-8b17-52ecc32af19c,BluePeak Retail,2024-11-12,36,97.5,2,31755.67,0.613,10,0,
85f6ccf1-66f8-4db5-8e37-e7f6c3616322,Meridian Insurance,2025-06-03,24,99.0,8,88468.65,0.681,32,5,
1175ed1a-22b3-4aa3-8f38-f336cd140b36,Pioneer Logistics,2025-03-27,36,97.5,2,94476.42,0.109,12,3,
5cc7f161-c072-4bf4-b331-2d678b5097ca,Meridian Insurance,2025-11-18,48,99.5,4,108433.26,0.607,25,0,
0d2c2caf-8e30-4a90-b69d-e32877f0b45a,Arbor Pharma,2026-01-18,36,98.0,4,30827.33,0.634,39,2,
8f1de0dd-32ca-421a-938e-1c5c646d3fd1,BluePeak Retail,2024-10-10,36,99.5,4,91289.72,0.209,19,0,
ca035723-5953-49be-a59b-4931c065cacb,Aster Financial,2024-09-14,36,97.5,24,92451.93,0.889,11,0,
733033e2-7c54-4e3e-883d-2604847c7c05,Aster Financial,2025-10-12,36,97.5,2,52452.77,0.919,42,0,
9d9fedb9-5d88-4680-bde5-185e1fd2b607,Northwind Health,2026-01-11,60,97.5,24,16400.69,0.813,41,0,
a335d19e-4e66-45cc-b335-1297306a90c3,Pioneer Logistics,2025-04-29,12,99.5,24,54934.06,0.216,40,1,
e8e29be6-7ca8-4915-ab06-debb8c5c2fcd,Vertex Legal,2024-05-02,60,98.0,8,64787.46,0.076,16,0,
993cbb78-107a-494d-9357-372df2c750bb,Northwind Health,2025-04-26,48,99.0,2,100454.54,0.73,35,1,
73663d08-69d4-47bd-ba9d-0eca5df7eb90,Northwind Health,2026-01-18,24,99.0,2,86698.13,0.878,37,0,
cdc20e3a-921e-4349-84bd-99d3cd7e1fb9,Aster Financial,2026-02-09,36,98.0,2,9021.42,0.418,40,0,
afb7c03c-952c-4bc0-b04b-15efe4439748,Summit Manufacturing,2024-01-07,12,97.5,8,59857.81,0.112,9,1,
123cac46-0df5-4ad6-bd4e-d810fb6b7eab,Summit Manufacturing,2025-09-03,48,99.5,24,31375.96,0.421,23,0,
dfb72c6e-6ea7-4ce8-a4da-f8b70a718238,Cobalt Media,2024-03-09,24,97.5,8,68703.61,0.934,41,0,
77f3fe82-2bfc-4c69-bc8f-f2be5374dd1f,BluePeak Retail,2024-04-21,24,98.0,2,43563.15,0.907,20,0,
3581e005-4090-4d32-a1fd-066a58c636c1,BluePeak Retail,2025-04-20,36,99.0,2,107528.97,0.623,40,0,
30bf11af-93b9-4505-bed0-145eddf67cd0,Meridian Insurance,2025-05-26,12,98.0,2,115357.68,0.439,32,0,
ff65c2e4-16ff-4431-81ed-4ed2d123969c,Aster Financial,2025-04-22,60,98.0,8,14024.08,0.314,13,2,
93ad8a7f-ac72-45c3-bbfe-836a736e6dd0,Arbor Pharma,2024-08-21,12,98.0,8,18172.46,0.396,20,0,
2d107fdf-aaea-42dc-b2b4-00ac23a4e86f,Atlas Education,2025-04-13,60,99.0,4,41370.04,0.712,19,0,
ae738c2c-adbf-4844-b9ce-135ba9b6d1ee,BluePeak Retail,2025-08-31,36,99.0,4,19841.87,0.205,32,0,
ad486490-1cb8-4c85-9b6c-40915ac385f6,Atlas Education,2025-10-22,36,99.0,24,78665.86,0.201,12,1,
2cffea91-2e72-42c3-8890-5273bf970460,Aster Financial,2025-02-09,36,99.5,4,89542.69,0.869,39,0,
bb83f7de-ffe8-4c10-98d8-c6d11c51462a,BluePeak Retail,2024-08-14,48,97.5,4,99004.44,0.623,15,0,
3e29143d-a18f-4436-9a94-410ff0187d4a,Atlas Education,2025-10-27,12,99.5,24,76167.69,0.38,13,0,
66fff3f5-6410-44c1-88bb-3d7aa13161d2,Atlas Education,2026-05-31,60,97.5,4,38440.26,0.259,15,0,
1e90a435-9cba-40d1-ae76-04237e25c046,Aster Financial,2025-08-03,24,98.0,8,28894.58,0.645,28,0,
