maintenance_id,timestamp,device_id,technician_id,maintenance_type,parts_replaced,downtime_minutes,cost_usd,maintenance_history_score,notes,duplicate_marker
d361b901-1c00-4414-8037-ac94b876d654,2024-07-29T13:29:05,XRX-100422,TECH-149,calibration,none,60,237.17,0.364,remote fix applied,
653c54a5-2242-4619-accd-b4393d76d3a4,2026-01-15T12:44:35,XRX-100423,TECH-246,corrective,toner sensor,80,291.75,0.507,resolved,
24e480d2-4b6a-4eef-a04c-f1fefbe81efb,2024-03-13T17:19:04,XRX-100424,TECH-124,firmware,roller kit,102,212.33,0.438,remote fix applied,
8d5044d0-a9d1-4fbc-ae26-fc442652062e,2026-01-03T01:00:10,XRX-100425,TECH-211,calibration,roller kit,74,0,0.601,device aging,
a98939ab-1c98-4cae-beeb-3a9a9fb1bcad,2025-01-27T18:38:28,XRX-100426,TECH-138,preventive,fuser,114,393.07,0.485,remote fix applied,
5551ab4e-e1fe-4ce6-bf5f-a6f9392ab92e,2025-06-30T13:11:30,XRX-100427,TECH-156,calibration,transfer belt,72,140.67,0.961,customer unavailable,
39ed1300-f6be-4c1a-bc50-c37331bd7f6f,2025-08-19T16:23:49,XRX-100428,TECH-139,corrective,none,62,354.21,0.246,resolved,
bba155e8-8822-4aea-b30a-2a880a1614ef,2024-03-23T23:55:13,XRX-100429,TECH-114,preventive,none,148,335.91,0.333,follow up required,
623b1ce9-b92f-433a-9560-2c920bc500be,2024-10-01T23:07:40,XRX-100430,TECH-191,preventive,fuser,10,91.19,0.924,follow up required,
a38bc64c-bc89-4e19-9d4e-2a2f5946d358,2024-06-05T18:24:58,XRX-100431,TECH-220,calibration,transfer belt,75,387.57,0.689,resolved,
e40f9da1-17cf-4e19-99ee-b673d6ddf1ff,2025-03-26T22:18:01,XRX-100432,TECH-201,corrective,ADF motor,19,304.87,0.649,follow up required,
6e6190e4-50c5-4cbc-9149-a9f99be07df8,2025-07-10T22:58:36,XRX-100433,TECH-173,firmware,ADF motor,59,292.67,0.34,resolved,
175d54c5-44f3-45c0-9b98-b8b6244e4344,2025-12-17T06:15:53,XRX-100434,TECH-162,corrective,ADF motor,77,354.23,0.894,resolved,
505ea937-f279-4052-8149-f9d4855610da,2026-01-12T14:21:21,XRX-100435,TECH-217,corrective,roller kit,145,140.87,0.275,customer unavailable,
7c599e14-614f-4834-bb8c-6e893c7a3a07,2024-03-18T18:40:28,XRX-100436,TECH-156,firmware,toner sensor,27,411.63,0.251,device aging,
a0126307-3ede-4f98-abc0-7dc32683d69d,2026-02-02T22:06:49,XRX-100437,TECH-247,preventive,roller kit,170,240.33,0.344,follow up required,
69fa23a3-8bdd-423b-90dd-4598d6774aaf,2024-04-06T00:04:41,XRX-100438,TECH-163,preventive,toner sensor,83,659.37,0.4,resolved,
d38176ee-4c48-4cc5-9c43-f575bb91add5,2025-01-19T03:07:41,XRX-100439,TECH-190,preventive,toner sensor,95,68.31,0.792,resolved,
2b355da1-cbab-4d3e-8278-66a0733b91fd,2024-07-01T00:55:16,XRX-100440,TECH-217,calibration,roller kit,51,311.15,0.819,customer unavailable,
07d79d20-0cfd-47b7-86f9-da78ae45d371,2025-03-31T00:10:04,XRX-100441,TECH-166,preventive,roller kit,128,222.47,0.82,resolved,
672ccbd4-5737-45eb-a04c-5f7d41b452ef,2025-03-30T16:15:25,XRX-100442,TECH-253,calibration,fuser,47,424.21,0.928,follow up required,
36c1fad4-6021-494d-a1c1-04b5e00fc778,2024-07-22T09:37:41,XRX-100443,TECH-159,corrective,transfer belt,57,470.12,0.887,device aging,
ef4a4f0a-1e38-4680-a3de-f902bad815bd,2024-08-12T11:34:04,XRX-100444,TECH-144,corrective,fuser,125,382.62,0.512,customer unavailable,
459a47c4-7a50-40c4-8bf7-4a6e1f1042aa,2024-01-08T16:47:38,XRX-100445,TECH-114,firmware,none,76,279.23,0.348,resolved,
480e5d03-ee21-45a3-b3fa-57baaa8ec87c,2024-06-12T23:29:08,XRX-100446,TECH-240,calibration,ADF motor,87,392.11,0.612,resolved,
9ad8b61f-59d7-4bfa-988f-feca0b25bbb4,2026-04-12T00:22:01,XRX-100447,TECH-191,firmware,fuser,73,218.27,0.636,customer unavailable,
350b851f-b30d-415a-b19f-651410b0650d,2024-08-02T12:44:44,XRX-100448,TECH-204,corrective,transfer belt,0,606.41,0.322,device aging,
ece45b62-8fa9-4171-ae03-c39c9db704df,2025-04-01T12:19:57,XRX-100449,TECH-112,corrective,transfer belt,35,223.85,0.375,resolved,
4c2573d2-77f9-4ca7-9904-925fd6469301,2025-03-06T00:26:43,XRX-100450,TECH-176,preventive,none,53,111.34,0.96,remote fix applied,
4f8c374e-875d-4066-b0ee-6784713b534a,2025-05-22T10:37:35,XRX-100451,TECH-208,firmware,toner sensor,75,587.27,0.488,follow up required,
92dcc768-b9ad-425c-a43f-798165ac7545,2025-01-06T01:40:00,XRX-100452,TECH-234,firmware,ADF motor,69,526.84,0.686,customer unavailable,
c284ab3d-0864-470b-93ca-5c546b264b3f,2024-12-17T11:07:37,XRX-100453,TECH-155,firmware,toner sensor,140,555.28,0.86,customer unavailable,
9e38b6f2-23a9-4dd0-8b58-0e791dc73b03,2026-02-01T02:14:34,XRX-100454,TECH-209,firmware,roller kit,141,207.16,0.543,customer unavailable,
2376d7d2-4f4e-496c-afed-f132fa7a0bfb,2025-02-18T23:50:21,XRX-100455,TECH-112,calibration,transfer belt,28,382.58,0.411,resolved,
31be8452-3f9a-46ba-99e4-04ac1244e934,2025-04-18T20:33:16,XRX-100456,TECH-144,corrective,transfer belt,54,185.47,0.901,resolved,
3ea2e461-3129-4e49-82fa-944e4424f681,2024-05-01T15:19:28,XRX-100457,TECH-258,corrective,transfer belt,86,415.8,0.214,resolved,
ea8973e6-f1b2-4e2b-ad95-927cd6d6f141,2025-01-19T14:12:39,XRX-100458,TECH-202,firmware,toner sensor,48,619.51,0.559,device aging,
ca4bfbbe-ed72-40c7-bfc6-16723f9eb433,2026-01-19T07:51:13,XRX-100459,TECH-153,firmware,ADF motor,147,0,0.844,follow up required,
4cf65a6f-ee26-4e8b-9c0f-181702078380,2026-02-01T10:53:28,XRX-100460,TECH-115,firmware,none,70,391.69,0.55,resolved,
306ae0ad-2499-4017-94fe-6f2e34ff5b4b,2025-10-26T10:54:30,XRX-100461,TECH-125,corrective,fuser,124,209.93,0.733,customer unavailable,
64ac90e9-0ab8-4254-b1ab-f4051e80a7c3,2024-03-14T00:31:33,XRX-100462,TECH-223,preventive,ADF motor,104,329.16,0.331,device aging,
11631233-f2e5-4feb-af4a-37255d9ba5e4,2025-05-20T00:34:10,XRX-100463,TECH-253,firmware,transfer belt,93,63.61,0.218,customer unavailable,
2e8120e6-592f-4fb7-b3ab-cdd6632f11ee,2024-11-08T01:15:51,XRX-100464,TECH-127,firmware,toner sensor,55,374.4,0.473,follow up required,
7cc948a2-9425-4210-8631-7e9fe64755ca,2024-09-16T18:21:27,XRX-100465,TECH-162,corrective,none,162,151.84,0.512,device aging,
32a21348-468a-4995-937b-36e8cee86213,2025-11-06T09:22:33,XRX-100466,TECH-223,calibration,transfer belt,47,266.52,0.95,device aging,
1ea69e17-535d-4f30-8089-22fde416aabe,2024-03-02T15:00:34,XRX-100467,TECH-199,firmware,ADF motor,67,395.92,0.965,resolved,
fb8d331b-5a47-4406-a7fa-7045d8785001,2024-09-09T09:11:17,XRX-100468,TECH-234,firmware,fuser,83,526.89,0.221,remote fix applied,
32f15c19-a863-40c0-9605-c9e62a7da4ca,2024-09-22T20:13:11,XRX-100469,TECH-167,firmware,ADF motor,96,290.21,0.44,customer unavailable,
3f71381b-7e7b-4928-aa28-f1ff4ee71b9b,2025-08-29T22:29:59,XRX-100470,TECH-138,calibration,toner sensor,52,282.39,0.958,customer unavailable,
a0f0a6f9-1039-4d1a-8a48-5eae22593b68,2024-09-03T19:39:34,XRX-100471,TECH-144,firmware,roller kit,91,109.67,0.518,resolved,
bc0e90bc-59c3-4279-977d-2f48452424ad,2025-02-23T03:54:46,XRX-100472,TECH-232,firmware,ADF motor,20,323.76,0.416,resolved,
a954e341-6adc-4047-ba39-4bfb8d77b191,2026-04-15T19:10:45,XRX-100473,TECH-228,firmware,fuser,91,281.31,0.266,resolved,
c36ed224-bfb3-45fd-9f3c-9025de4bc7c5,2024-10-01T19:10:51,XRX-100474,TECH-251,firmware,toner sensor,127,231.57,0.482,customer unavailable,
454146d7-b973-42c1-80f2-e32ae21acc6d,2024-08-14T01:27:50,XRX-100475,TECH-139,calibration,ADF motor,129,363.36,0.776,remote fix applied,
91be24c9-af30-4974-8732-bef3c51f2315,2025-10-13T15:44:02,XRX-100476,TECH-209,preventive,ADF motor,135,399.35,0.92,customer unavailable,
e8789dfb-8c9c-4b19-9d04-37f570640351,2025-07-21T11:53:14,XRX-100477,TECH-214,calibration,ADF motor,110,694.26,0.526,resolved,
2e2dac83-e251-4317-85d9-48532685067e,2024-06-25T06:06:09,XRX-100478,TECH-143,calibration,toner sensor,84,408.59,0.224,device aging,
a2052347-4778-4040-894b-93c476dc1d5b,2024-08-14T21:02:01,XRX-100479,TECH-249,corrective,roller kit,18,331.08,0.621,customer unavailable,
0d454be7-c2ae-4fd8-91b1-974de3f6bffe,2025-10-08T19:45:30,XRX-100480,TECH-218,calibration,none,0,521.45,0.898,customer unavailable,
1c8ece8e-443a-4879-9973-d063d66bb8ac,2026-03-31T21:09:41,XRX-100481,TECH-118,calibration,roller kit,143,367.22,0.377,device aging,
1258314f-8ce8-4772-a387-e5a8fdb75708,2025-06-06T14:42:36,XRX-100482,TECH-134,firmware,roller kit,136,0,0.283,device aging,
eb132bfd-cb36-4a87-bf90-52cb81f9a0c1,2024-06-04T05:29:06,XRX-100483,TECH-117,calibration,transfer belt,45,66.99,0.897,remote fix applied,
869741c1-4765-4371-ba97-ed1d58a51004,2024-04-13T03:50:47,XRX-100484,TECH-161,calibration,none,87,165.02,0.747,follow up required,
70a0bf8d-db24-4c7d-bb0c-5f92e56a1be8,2024-01-20T22:36:25,XRX-100485,TECH-123,calibration,none,106,284.97,0.449,customer unavailable,
88acbdc3-748f-447f-b342-b2b42e335d67,2026-01-01T12:39:21,XRX-100486,TECH-133,calibration,ADF motor,97,437.97,0.682,resolved,
c58f0efd-ea7f-4e8f-83dc-046004e28f3c,2025-10-22T04:23:35,XRX-100487,TECH-151,firmware,none,84,426.13,0.366,device aging,
77fea13c-a92f-48f4-bf37-4e9a61270db1,2024-09-02T05:05:45,XRX-100488,TECH-139,corrective,roller kit,68,358.83,0.717,resolved,
c4c1a7b9-8286-45da-9c81-48d5bb8d6a31,2025-02-21T16:41:34,XRX-100489,TECH-257,calibration,none,55,266.06,0.438,customer unavailable,
26a31048-64ba-4147-b40e-9be1a002feab,2026-03-20T19:08:30,XRX-100490,TECH-191,corrective,toner sensor,108,322.88,0.557,device aging,
f3ad6b01-3046-476c-a722-121977488eed,2024-04-11T02:58:51,XRX-100491,TECH-119,corrective,fuser,108,477.39,0.409,device aging,
b3cea047-98dd-412f-ab16-c8aa75efa98d,2024-06-19T13:04:55,XRX-100492,TECH-101,corrective,transfer belt,80,89.7,0.835,remote fix applied,
bbe4bfa7-4873-4883-ab60-f39d154e1571,2024-10-09T16:43:28,XRX-100493,TECH-104,preventive,toner sensor,102,198.48,0.467,device aging,
15f9c437-c464-457e-9d43-0dafaa955b37,2025-07-08T21:22:46,XRX-100494,TECH-154,firmware,fuser,17,428.48,0.876,customer unavailable,
6e7359b8-09ad-4e68-9c97-65a649eb09a8,2024-01-02T05:39:35,XRX-100495,TECH-149,firmware,transfer belt,107,526.04,0.745,device aging,
cafcbbae-26f3-4107-973e-8158309bcb87,2025-04-01T09:37:00,XRX-100496,TECH-196,calibration,toner sensor,88,306.02,0.774,follow up required,
c412cc87-a609-476f-a57a-0af40c32afe9,2024-06-03T15:50:08,XRX-100497,TECH-123,corrective,transfer belt,44,251.94,0.413,follow up required,
1bd3bebe-ced7-428a-b973-16aced7538fa,2026-02-10T08:57:12,XRX-100498,TECH-220,corrective,ADF motor,66,386.67,0.87,follow up required,
f684c8b4-733e-4935-96ea-1400e39e05a9,2025-04-17T09:58:06,XRX-100499,TECH-147,preventive,fuser,95,522.36,0.651,customer unavailable,
d06c579d-4305-4499-a2b5-72da82e5882c,2024-07-25T17:15:52,XRX-100500,TECH-210,calibration,toner sensor,95,645.0,0.529,resolved,
b54b68cb-5137-44c8-8564-caa5e32e1dfe,2025-03-11T16:44:38,XRX-100501,TECH-187,corrective,none,95,338.56,0.678,remote fix applied,
b2dcff63-c296-482c-a803-0e316cbafb3f,2024-12-20T11:24:18,XRX-100502,TECH-251,calibration,none,7,525.55,0.864,remote fix applied,
37f6ccc8-2c2a-4783-b40a-ce9041642c27,2024-05-07T15:10:09,XRX-100503,TECH-163,corrective,toner sensor,101,575.77,0.345,device aging,
fcb96060-88a1-4dd4-b81a-9b0c12f62ad6,2025-03-02T15:47:04,XRX-100504,TECH-253,corrective,ADF motor,165,184.8,0.784,follow up required,
9e2f34cb-60ae-422a-a01d-5d2c51ea9d31,2025-03-21T23:41:28,XRX-100505,TECH-250,preventive,toner sensor,0,261.08,0.922,customer unavailable,
02212b68-8b5d-4404-ad72-215e5928f858,2025-01-19T10:21:31,XRX-100506,TECH-221,firmware,transfer belt,114,607.1,0.707,follow up required,
5964799e-374d-4d82-9475-f3c18bf4bbc8,2024-06-20T10:16:19,XRX-100507,TECH-162,calibration,fuser,59,255.65,0.899,remote fix applied,
eb26c30c-31be-4107-9144-74ea13282966,2025-09-30T03:35:34,XRX-100508,TECH-175,corrective,roller kit,61,602.05,0.318,remote fix applied,
8f7ddac9-b273-49bf-acfb-878ba9b7f605,2025-12-26T02:33:31,XRX-100509,TECH-245,firmware,ADF motor,111,534.94,0.631,follow up required,
67abbaee-48f6-44ff-91bd-973449b2a223,2025-08-17T04:43:00,XRX-100510,TECH-150,calibration,toner sensor,122,551.53,0.727,resolved,
6482f8b6-faeb-43fe-8c7c-9f9b9d399f1d,2024-07-11T19:35:03,XRX-100511,TECH-155,calibration,transfer belt,33,261.62,0.933,follow up required,
56d56890-1400-43ae-8fb9-4015b138fd4d,2024-09-17T21:59:59,XRX-100512,TECH-191,corrective,roller kit,98,449.88,0.442,device aging,
34551678-34fc-4d23-8b79-bf3d58b1e8ee,2025-10-11T20:12:06,XRX-100513,TECH-107,preventive,none,72,406.34,0.394,resolved,
36a99040-139e-4a3b-9e1f-96e0ca3dc744,2024-09-27T19:51:37,XRX-100514,TECH-123,corrective,roller kit,101,398.32,0.721,device aging,
1c164e7f-76cf-4b53-a9c2-9aa61903d660,2024-03-22T00:11:23,XRX-100515,TECH-144,calibration,ADF motor,77,492.81,0.526,customer unavailable,
0befc7a3-4bd4-4f58-b071-af1429b5fcf1,2024-02-16T14:36:09,XRX-100516,TECH-237,calibration,toner sensor,104,246.74,0.226,remote fix applied,
4ec0bce2-8edd-4838-ab81-c8b0ecee43e6,2024-04-04T03:34:35,XRX-100517,TECH-135,corrective,toner sensor,63,314.09,0.383,follow up required,
5b5b171d-fa6e-464d-a8b6-2d5d1bcf7d73,2024-05-22T08:38:15,XRX-100518,TECH-199,firmware,fuser,26,127.73,0.962,resolved,
6f145a89-f404-4f55-8174-79f6c23c89dd,2024-09-25T17:54:45,XRX-100519,TECH-122,calibration,ADF motor,47,242.3,0.599,remote fix applied,
147e0ede-0b21-4712-b53d-966632a322e1,2025-07-09T16:42:40,XRX-100520,TECH-150,corrective,none,21,299.96,0.977,customer unavailable,
34fa509c-32a1-4245-9e62-120c598486b8,2025-03-20T01:26:38,XRX-100521,TECH-226,preventive,transfer belt,0,505.11,0.201,customer unavailable,
b88f2c0b-210d-4011-a8be-5896ccdbe1f7,2026-05-06T13:07:38,XRX-100522,TECH-201,corrective,transfer belt,79,468.21,0.734,resolved,
6822cacf-6210-4b5d-b21a-651bf459f52a,2024-03-19T11:19:24,XRX-100523,TECH-206,firmware,none,79,867.83,0.582,remote fix applied,
2a7344db-87d9-4821-84a8-a0dad2180708,2026-01-15T02:52:15,XRX-100524,TECH-184,firmware,none,90,221.86,0.676,resolved,
5b966747-96e6-4483-a212-28fecfb75afa,2025-08-14T02:19:13,XRX-100525,TECH-218,firmware,toner sensor,100,0,0.661,follow up required,
a5b5e91a-4247-4b52-86b0-1d4aee0dd555,2025-09-17T17:59:30,XRX-100526,TECH-230,corrective,roller kit,172,280.84,0.425,follow up required,
a6a93565-3337-4cd5-837c-18ea8f3f62fd,2024-06-09T15:04:08,XRX-100527,TECH-235,preventive,fuser,137,445.65,0.875,follow up required,
c657bc75-79a7-4817-94ac-a844bab3a782,2024-02-05T14:00:36,XRX-100528,TECH-249,corrective,roller kit,0,478.3,0.87,customer unavailable,
30c72b63-e560-4b18-85cb-4f29b5cfa1c6,2025-01-07T10:48:08,XRX-100529,TECH-124,calibration,ADF motor,105,290.31,0.388,customer unavailable,
aab7e6f8-abe1-4c85-9113-a52fd0753bcb,2024-03-12T02:10:37,XRX-100530,TECH-223,corrective,none,103,674.52,0.54,remote fix applied,
512869c5-879d-4483-941d-3f0ffb94a710,2025-07-17T00:09:17,XRX-100531,TECH-250,preventive,none,118,155.3,0.905,resolved,
525d8b13-21dc-4ba2-ae64-ed5b4569a1da,2026-03-31T12:01:06,XRX-100532,TECH-177,corrective,fuser,99,519.17,0.916,customer unavailable,
c3055f0f-9729-45dd-9e1b-e0fd6d1e4c27,2026-04-21T21:22:31,XRX-100533,TECH-148,preventive,none,35,374.65,0.835,follow up required,
2cf76a58-a631-42e6-9e7a-f7c4bd891d97,2024-12-07T12:39:48,XRX-100534,TECH-194,calibration,ADF motor,47,326.6,0.368,remote fix applied,
40ef44af-88b0-42bf-acd8-daa5595006ea,2024-11-16T22:37:24,XRX-100535,TECH-259,corrective,roller kit,123,388.02,0.296,customer unavailable,
dcd758f2-2a88-4d67-a615-e41fb3ac2fc9,2024-01-25T03:34:04,XRX-100536,TECH-258,preventive,roller kit,28,581.06,0.21,remote fix applied,
f8aa1ca5-9cbe-4c32-aeb5-78937b49ca58,2025-09-15T12:12:39,XRX-100537,TECH-189,firmware,fuser,110,420.08,0.382,resolved,
85c01386-5cd6-40a6-8c6b-07bbe70c034d,2025-06-06T01:57:38,XRX-100538,TECH-226,calibration,transfer belt,39,206.65,0.941,resolved,
46d02d82-53f2-4e06-a091-3beaa84552ad,2024-02-15T06:53:02,XRX-100539,TECH-217,corrective,roller kit,70,0,0.219,customer unavailable,
473b656b-a804-4174-bed6-669b9d03da8c,2025-04-16T07:13:20,XRX-100540,TECH-113,preventive,ADF motor,96,467.62,0.889,device aging,
4febecbc-b1d3-448b-830c-149cd899c516,2024-08-27T17:37:50,XRX-100541,TECH-216,firmware,toner sensor,122,715.06,0.523,follow up required,
91570dca-310f-4311-974d-4042da73be7b,2025-08-20T04:32:41,XRX-100542,TECH-207,preventive,transfer belt,112,400.76,0.6,device aging,
8892083d-4bd8-4141-8cfc-733124b9af58,2025-08-18T07:49:33,XRX-100543,TECH-188,corrective,toner sensor,78,284.73,0.878,follow up required,
f7ccd8ed-8eee-409c-ab6d-c791ac298dd6,2025-10-21T08:16:46,XRX-100544,TECH-213,corrective,none,35,429.65,0.452,customer unavailable,
c024ecb4-9a96-46ce-9f74-27e0f483320d,2026-04-01T22:03:25,XRX-100545,TECH-218,calibration,ADF motor,86,494.05,0.234,follow up required,
c28a40a7-e00e-48da-a3f7-b9873be11ece,2025-04-27T12:25:32,XRX-100546,TECH-130,corrective,ADF motor,91,181.85,0.4,device aging,
30215dac-b07b-4e0e-a537-aedf48cf34a0,2024-11-08T02:48:06,XRX-100547,TECH-220,calibration,none,35,337.75,0.815,follow up required,
16f9a2d7-449f-413f-a5b5-d1c323717572,2024-09-24T16:46:36,XRX-100548,TECH-259,corrective,fuser,0,381.87,0.334,customer unavailable,
459406e5-e99c-439c-a542-77460ef6d09b,2026-01-07T20:16:18,XRX-100549,TECH-257,calibration,roller kit,25,278.01,0.538,device aging,
667e0554-acfc-4ee1-bc05-e16c5fe4aead,2024-04-23T10:58:48,XRX-100550,TECH-159,corrective,none,95,0,0.713,follow up required,
aab8e6eb-63c5-4f03-a8af-a61b1bd7206c,2024-12-07T16:40:09,XRX-100551,TECH-225,firmware,ADF motor,36,469.27,0.506,customer unavailable,
2c39e906-593b-4505-b772-46382a9e04f2,2025-08-22T20:47:43,XRX-100552,TECH-103,preventive,transfer belt,115,139.61,0.766,remote fix applied,
51a45d42-3eea-439f-bc1f-0c97882ead34,2026-04-24T18:39:37,XRX-100553,TECH-139,preventive,toner sensor,0,307.62,0.54,follow up required,
ffc72fa3-777b-49a5-9a9e-514d49fb0390,2024-05-13T21:55:00,XRX-100554,TECH-211,firmware,ADF motor,28,310.64,0.763,remote fix applied,
3536d1cf-69ab-48d0-b901-ff29020ff697,2026-03-03T09:21:36,XRX-100555,TECH-243,corrective,ADF motor,57,198.81,0.549,customer unavailable,
4fd9687c-5e2a-4806-994d-488c7f02e9e9,2025-09-06T09:06:58,XRX-100556,TECH-260,preventive,none,13,269.8,0.729,resolved,
92e81a78-57a9-4318-8839-d9696a0e956f,2025-06-04T14:08:56,XRX-100557,TECH-257,calibration,toner sensor,142,449.67,0.894,remote fix applied,
50a0b308-b933-4051-816d-e5524c47a09b,2024-09-19T00:01:02,XRX-100558,TECH-195,firmware,fuser,142,236.18,0.811,resolved,
b0f1e06f-a930-48a9-b49d-6b37f05d4710,2025-10-31T06:20:25,XRX-100559,TECH-251,firmware,none,102,354.83,0.825,follow up required,
e944f920-44fd-4173-9f1e-8553c911c168,2025-06-07T14:36:45,XRX-100560,TECH-135,preventive,roller kit,37,496.43,0.556,device aging,
3e6a6562-fd65-44cb-afb5-9793f6d5a569,2026-02-23T21:39:55,XRX-100561,TECH-121,calibration,fuser,36,427.36,0.955,customer unavailable,
8224859b-9248-4d6b-9ed4-849acba82b40,2026-02-10T09:58:34,XRX-100562,TECH-118,calibration,toner sensor,105,226.14,0.691,device aging,
616d2ef9-05f7-460a-a819-77773c368bcc,2024-11-19T07:20:21,XRX-100563,TECH-258,firmware,roller kit,35,714.63,0.572,device aging,
735060ff-b325-4a19-98ee-7994a75bfa72,2025-01-04T22:42:04,XRX-100564,TECH-152,firmware,roller kit,68,688.5,0.949,follow up required,
8aa1af2d-5130-4b76-81d4-bdd2d1e1dcd7,2024-12-24T09:00:50,XRX-100565,TECH-249,preventive,ADF motor,107,478.12,0.642,device aging,
89000d3b-f368-48aa-ac72-6b12c08ee12b,2024-08-30T13:13:12,XRX-100566,TECH-206,calibration,fuser,22,405.32,0.319,device aging,
632fe3dc-8370-420f-95d3-7486ba5e7756,2024-07-26T15:25:32,XRX-100567,TECH-246,calibration,none,72,635.61,0.225,follow up required,
dc535e72-52ac-47e6-8354-d67b6eb84ae5,2025-06-26T01:39:17,XRX-100568,TECH-256,calibration,ADF motor,60,222.99,0.673,remote fix applied,
b001a964-7740-41f7-835c-2511bfaa0a04,2025-01-30T08:53:21,XRX-100569,TECH-146,calibration,roller kit,58,372.55,0.404,remote fix applied,
46bb7e82-988d-48eb-8195-d20906b78bae,2025-08-08T02:26:39,XRX-100570,TECH-138,preventive,fuser,127,250.29,0.459,remote fix applied,
f3ad1efb-c098-4363-ac8e-883bb57dfea3,2025-01-10T13:10:22,XRX-100571,TECH-165,calibration,toner sensor,89,179.26,0.819,remote fix applied,
34a21eb0-cfe1-4722-b019-4ec2fa115ac0,2025-08-01T22:01:31,XRX-100572,TECH-122,corrective,toner sensor,81,577.76,0.863,follow up required,
24360ea0-a510-4078-8bd0-103e49955d89,2025-12-16T11:59:53,XRX-100573,TECH-144,calibration,none,126,579.41,0.586,resolved,
43f5a719-f2ef-441b-8800-ac4099e6a3e8,2025-05-14T02:04:38,XRX-100574,TECH-176,calibration,ADF motor,91,527.12,0.624,resolved,
c3845f77-20ef-4024-89c3-d329681132ac,2025-10-19T19:00:28,XRX-100575,TECH-123,preventive,roller kit,50,294.56,0.946,customer unavailable,
e673a9a4-988c-4c62-b6b7-1533590f9ef0,2026-01-26T01:24:15,XRX-100576,TECH-168,corrective,none,82,339.6,0.374,remote fix applied,
47af5ed5-f97c-4e90-abb3-0a80f3e68ffb,2024-04-07T04:11:00,XRX-100577,TECH-136,preventive,ADF motor,127,322.0,0.774,remote fix applied,
b3d508aa-fdef-4689-adea-ae3a567e7978,2026-04-28T15:47:48,XRX-100578,TECH-157,calibration,ADF motor,24,611.05,0.907,resolved,
b90e6140-3175-4b4c-89f1-0fdb7f949c8c,2024-09-27T10:39:01,XRX-100579,TECH-202,corrective,roller kit,9,0,0.789,customer unavailable,
05d46205-1b25-4a8f-afd5-1dedc02eb6a8,2025-12-24T21:45:24,XRX-100580,TECH-180,preventive,none,78,190.42,0.651,follow up required,
80b2b3d9-266e-4997-baed-1b627fe72ee7,2026-02-05T15:40:09,XRX-100581,TECH-220,corrective,roller kit,29,254.96,0.237,customer unavailable,
ad4ebf5c-0b06-4386-a943-e85f34ed4156,2024-12-09T15:01:39,XRX-100582,TECH-208,corrective,transfer belt,159,646.59,0.201,follow up required,
486e179f-1d64-49a9-9686-111ccf23d15f,2025-05-13T18:24:39,XRX-100583,TECH-138,firmware,ADF motor,101,90.04,0.831,device aging,
bbf0ac12-e723-4ed8-b285-18814fbeb0b0,2024-05-18T16:15:13,XRX-100584,TECH-205,firmware,none,73,179.58,0.379,remote fix applied,
a9aae069-d60e-46c0-a0b0-94b59dde5b39,2025-04-28T14:08:44,XRX-100585,TECH-175,calibration,roller kit,95,222.2,0.762,device aging,
98bf6330-8fc9-4b61-a2fb-fb4453276205,2024-05-19T07:06:54,XRX-100586,TECH-222,calibration,roller kit,145,531.19,0.897,follow up required,
718e0443-e6ec-48b2-af6a-ac91b12a5f22,2026-03-22T20:27:30,XRX-100587,TECH-217,calibration,fuser,38,272.62,0.547,device aging,
c7abe71e-3ddd-459d-b4ef-58ecdc60e8de,2024-11-14T13:05:24,XRX-100588,TECH-140,preventive,toner sensor,74,253.23,0.545,remote fix applied,
9db5f0e8-2034-4d84-a493-70974a76022f,2025-12-17T13:15:28,XRX-100589,TECH-239,preventive,ADF motor,66,398.98,0.719,device aging,
504fac42-eaae-445b-bc83-e336ccbb51c4,2024-02-19T07:56:30,XRX-100590,TECH-223,calibration,fuser,67,364.97,0.733,resolved,
c2bf87c2-96af-4f93-bce8-58d73a079499,2025-10-16T07:20:02,XRX-100591,TECH-140,calibration,ADF motor,52,126.82,0.5,device aging,
a804cd15-67be-441d-89c2-4867c34643cb,2025-03-19T22:12:09,XRX-100592,TECH-105,firmware,ADF motor,71,464.42,0.401,device aging,
3a053e94-65c4-49ac-921a-987908fde039,2024-11-13T17:55:43,XRX-100593,TECH-215,corrective,none,87,554.71,0.31,remote fix applied,
0b2f2481-40f7-48d5-b294-3430c816bfb7,2025-02-07T08:35:43,XRX-100594,TECH-120,corrective,toner sensor,5,240.64,0.784,device aging,
7100d558-9543-44fb-b8b6-ca5cbc8663ab,2025-01-13T17:45:19,XRX-100595,TECH-184,firmware,transfer belt,62,530.08,0.748,resolved,
6a693876-b031-4537-9d0a-6a4264d8fda6,2026-05-10T02:34:43,XRX-100596,TECH-135,preventive,ADF motor,45,142.0,0.299,follow up required,
5d011a42-019b-4ace-89b7-7b8460988c43,2026-01-21T17:32:03,XRX-100597,TECH-122,firmware,toner sensor,87,339.52,0.278,follow up required,
992c82f9-1dee-40b8-a128-8ddda458ed15,2026-01-11T13:25:29,XRX-100598,TECH-224,preventive,none,16,342.66,0.484,resolved,
1f5103e5-1faf-4b98-954e-377ec783d459,2025-03-22T01:27:58,XRX-100599,TECH-197,corrective,toner sensor,120,479.52,0.886,resolved,
